drug	disease.x	proximity.x	pval.x	similarity.x	adjusted_similarity.x	disease.y	proximity.y	pval.y	similarity.y	adjusted_similarity.y
kappadione	Alzheimer Disease	0.571428571	0.012709051	0.85714285725	0.725845478306619	Alzheimer Disease	0.571428571	0.012709051	0.85714285725	0.725845478306619
ketamine	Alzheimer Disease	0.739130435	1.8e-05	0.81521739125	0.991755308488109	Memory Disorders	1.608695652	8.4e-05	0.597826087	0.165270741344573
ketamine	Alzheimer Disease	0.739130435	1.8e-05	0.81521739125	0.991755308488109	Alzheimer Disease	0.739130435	1.8e-05	0.81521739125	0.991755308488109
ketoconazole	Alzheimer Disease	0.4	0.005344602	0.9	0.802535407328769	Alzheimer Disease	0.4	0.005344602	0.9	0.802535407328769
ketoconazole	Alzheimer Disease	0.4	0.005344602	0.9	0.802535407328769	Memory Disorders	1	0.00099307	0.75	0.945098078077383
ketoprofen	Alzheimer Disease	0.333333333	0.005624839	0.91666666675	0.998223773135608	Language Disorders	1.333333333	0.008031494	0.66666666675	0.831480882514626
ketoprofen	Alzheimer Disease	0.333333333	0.005624839	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.005624839	0.91666666675	0.998223773135608
ketorolac	Alzheimer Disease	0	0.004916968	1	0.999498689431439	Alzheimer Disease	0	0.004916968	1	0.999498689431439
ketorolac	Alzheimer Disease	0	0.004916968	1	0.999498689431439	Language Disorders	1.5	0.042200802	0.625	0.206233008902532
keyhole limpet hemocyanin	Alzheimer Disease	0	0.016426959	1	0.999498689431439	Alzheimer Disease	0	0.016426959	1	0.999498689431439
labetalol	Alzheimer Disease	0.4	0.003319617	0.9	0.802535407328769	Memory Disorders	0.8	2.54e-05	0.8	0.971858784474537
labetalol	Alzheimer Disease	0.4	0.003319617	0.9	0.802535407328769	Alzheimer Disease	0.4	0.003319617	0.9	0.802535407328769
lacidipine	Alzheimer Disease	0.666666667	0.004116285	0.83333333325	0.676022002084612	Language Disorders	1.666666667	0.041777003	0.58333333325	0.609905807393488
lacidipine	Alzheimer Disease	0.666666667	0.004116285	0.83333333325	0.676022002084612	Alzheimer Disease	0.666666667	0.004116285	0.83333333325	0.676022002084612
lamotrigine	Alzheimer Disease	0.875	1.27e-06	0.78125	0.553473885504681	Alzheimer Disease	0.875	1.27e-06	0.78125	0.553473885504681
lamotrigine	Alzheimer Disease	0.875	1.27e-06	0.78125	0.553473885504681	Language Disorders	1.71875	3.07e-05	0.5703125	0.566441509984543
lamotrigine	Alzheimer Disease	0.875	1.27e-06	0.78125	0.553473885504681	Memory Disorders	1.625	7.23e-05	0.59375	0.159723968896025
larotrectinib	Alzheimer Disease	0.333333333	0.000658742	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.000658742	0.91666666675	0.827624363017613
larotrectinib	Alzheimer Disease	0.333333333	0.000658742	0.91666666675	0.827624363017613	Language Disorders	1	0.027295374	0.75	0.939653140975545
latanoprost	Alzheimer Disease	0	0.017348172	1	0.999498689431439	Alzheimer Disease	0	0.017348172	1	0.999498689431439
latanoprostene bunod	Alzheimer Disease	0	0.013353976	1	0.999498689431439	Alzheimer Disease	0	0.013353976	1	0.999498689431439
lauric acid	Alzheimer Disease	0.666666667	0.000674014	0.83333333325	0.993726881956618	Alzheimer Disease	0.666666667	0.000674014	0.83333333325	0.993726881956618
leflunomide	Alzheimer Disease	0.333333333	0.007433097	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.007433097	0.91666666675	0.998223773135608
lemborexant	Alzheimer Disease	0	0.00029604	1	0.999498689431439	Alzheimer Disease	0	0.00029604	1	0.999498689431439
lenalidomide	Alzheimer Disease	0.5	0.023242505	0.875	0.996659662454039	Alzheimer Disease	0.5	0.023242505	0.875	0.996659662454039
lenograstim	Alzheimer Disease	0	0.005026772	1	0.999498689431439	Alzheimer Disease	0	0.005026772	1	0.999498689431439
lenvatinib	Alzheimer Disease	0.4	1.64e-05	0.9	0.802535407328769	Alzheimer Disease	0.4	1.64e-05	0.9	0.802535407328769
lenvatinib	Alzheimer Disease	0.4	1.64e-05	0.9	0.802535407328769	Language Disorders	1.2	0.028874258	0.7	0.886538021702445
lepirudin	Alzheimer Disease	0	0.023296852	1	0.999498689431439	Alzheimer Disease	0	0.023296852	1	0.999498689431439
letrozole	Alzheimer Disease	0	0.012819144	1	0.916996180685167	Alzheimer Disease	0	0.012819144	1	0.916996180685167
letrozole	Alzheimer Disease	0	0.012819144	1	0.916996180685167	Memory Disorders	1	0.004058114	0.75	0.945098078077383
levamlodipine	Alzheimer Disease	0.25	0.003984832	0.9375	0.855352842489066	Amyloid Neuropathies	1.75	0.01454488	0.5625	0.460431310598574
levamlodipine	Alzheimer Disease	0.25	0.003984832	0.9375	0.855352842489066	Alzheimer Disease	0.25	0.003984832	0.9375	0.855352842489066
levobetaxolol	Alzheimer Disease	0	3.87e-05	1	0.916996180685167	Alzheimer Disease	0	3.87e-05	1	0.916996180685167
levobetaxolol	Alzheimer Disease	0	3.87e-05	1	0.916996180685167	Language Disorders	1	0.001418066	0.75	0.939653140975545
levobetaxolol	Alzheimer Disease	0	3.87e-05	1	0.916996180685167	Memory Disorders	1	0.042410927	0.75	0.475573630947114
levobunolol	Alzheimer Disease	0	0.002697814	1	0.916996180685167	Memory Disorders	0.5	0.025658476	0.875	0.759915570510543
levobunolol	Alzheimer Disease	0	0.002697814	1	0.916996180685167	Language Disorders	1	0.040701925	0.75	0.475573630947114
levobunolol	Alzheimer Disease	0	0.002697814	1	0.916996180685167	Alzheimer Disease	0	0.002697814	1	0.916996180685167
levobunolol	Alzheimer Disease	0	0.002697814	1	0.916996180685167	Amyloid Neuropathies	1.5	0.023816021	0.625	0.661048189545015
levodopa	Alzheimer Disease	0	9.63e-08	1	0.916996180685167	Language Disorders	1.2	2.6e-06	0.7	0.886538021702445
levodopa	Alzheimer Disease	0	9.63e-08	1	0.916996180685167	Alzheimer Disease	0	9.63e-08	1	0.916996180685167
levodopa	Alzheimer Disease	0	9.63e-08	1	0.916996180685167	Memory Disorders	0.8	1.16e-08	0.8	0.599220125721511
levonordefrin	Alzheimer Disease	0.333333333	0.000648821	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	0.000648821	0.91666666675	0.827624363017613
levonordefrin	Alzheimer Disease	0.333333333	0.000648821	0.91666666675	0.827624363017613	Language Disorders	1.333333333	0.002071675	0.66666666675	0.831480882514626
levosalbutamol	Alzheimer Disease	0	0.034338783	1	0.916996180685167	Amyloid Neuropathies	1	0.003525365	0.75	0.910611085269981
levosalbutamol	Alzheimer Disease	0	0.034338783	1	0.916996180685167	Alzheimer Disease	0	0.034338783	1	0.916996180685167
levothyroxine	Alzheimer Disease	0.5	0.009061508	0.875	0.759915570510543	Alzheimer Disease	0.5	0.009061508	0.875	0.759915570510543
levothyroxine	Alzheimer Disease	0.5	0.009061508	0.875	0.759915570510543	Memory Disorders	0.75	0.006440316	0.8125	0.976247630772842
linagliptin	Alzheimer Disease	0	0.004752629	1	0.999498689431439	Alzheimer Disease	0	0.004752629	1	0.999498689431439
liothyronine	Alzheimer Disease	0.333333333	0.002476499	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.002476499	0.91666666675	0.998223773135608
liotrix	Alzheimer Disease	0	0.000249074	1	0.999498689431439	Alzheimer Disease	0	0.000249074	1	0.999498689431439
lipegfilgrastim	Alzheimer Disease	0	7.22e-06	1	0.999498689431439	Alzheimer Disease	0	7.22e-06	1	0.999498689431439
lisinopril	Alzheimer Disease	0	0.00116541	1	0.916996180685167	Memory Disorders	0.5	3.04e-07	0.875	0.759915570510543
lisinopril	Alzheimer Disease	0	0.00116541	1	0.916996180685167	Amyloid Neuropathies	1.5	0.011267798	0.625	0.661048189545015
lisinopril	Alzheimer Disease	0	0.00116541	1	0.916996180685167	Language Disorders	1.5	0.048753636	0.625	0.206233008902532
lisinopril	Alzheimer Disease	0	0.00116541	1	0.916996180685167	Alzheimer Disease	0	0.00116541	1	0.916996180685167
lisuride	Alzheimer Disease	0.4	1.18e-07	0.9	0.802535407328769	Memory Disorders	1.333333333	8.47e-07	0.66666666675	0.282698225791934
lisuride	Alzheimer Disease	0.4	1.18e-07	0.9	0.802535407328769	Language Disorders	1.466666667	2.02e-07	0.63333333325	0.757029462794277
lisuride	Alzheimer Disease	0.4	1.18e-07	0.9	0.802535407328769	Alzheimer Disease	0.4	1.18e-07	0.9	0.802535407328769
lofexidine	Alzheimer Disease	0.5	0.001994003	0.875	0.996659662454039	Alzheimer Disease	0.5	0.001994003	0.875	0.996659662454039
lonoctocog alfa	Alzheimer Disease	0.454545455	0.000100407	0.88636363625	0.780032031554293	Amyloid Neuropathies	1.727272727	0.001406919	0.56818181825	0.479146301042743
lonoctocog alfa	Alzheimer Disease	0.454545455	0.000100407	0.88636363625	0.780032031554293	Alzheimer Disease	0.454545455	0.000100407	0.88636363625	0.780032031554293
lorcaserin	Alzheimer Disease	0	0.004985535	1	0.916996180685167	Memory Disorders	1	0.004954394	0.75	0.945098078077383
lorcaserin	Alzheimer Disease	0	0.004985535	1	0.916996180685167	Alzheimer Disease	0	0.004985535	1	0.916996180685167
lornoxicam	Alzheimer Disease	0	0.002105695	1	0.999498689431439	Alzheimer Disease	0	0.002105695	1	0.999498689431439
lorpiprazole	Alzheimer Disease	0.4	4.47e-06	0.9	0.802535407328769	Language Disorders	1.5	0.000109096	0.625	0.735272017343177
lorpiprazole	Alzheimer Disease	0.4	4.47e-06	0.9	0.802535407328769	Alzheimer Disease	0.4	4.47e-06	0.9	0.802535407328769
lorpiprazole	Alzheimer Disease	0.4	4.47e-06	0.9	0.802535407328769	Memory Disorders	1.2	9.09e-09	0.7	0.354850999878246
losartan	Alzheimer Disease	0	0.000370198	1	0.916996180685167	Alzheimer Disease	0	0.000370198	1	0.916996180685167
losartan	Alzheimer Disease	0	0.000370198	1	0.916996180685167	Memory Disorders	0	0.000751149	1	0.998215649602825
loxapine	Alzheimer Disease	0.612903226	2.53e-07	0.8467741935	0.704737087536676	Memory Disorders	1.483870968	2.61e-09	0.629032258	0.212912065197101
loxapine	Alzheimer Disease	0.612903226	2.53e-07	0.8467741935	0.704737087536676	Language Disorders	1.612903226	2.46e-06	0.5967741935	0.653005822272531
loxapine	Alzheimer Disease	0.612903226	2.53e-07	0.8467741935	0.704737087536676	Alzheimer Disease	0.612903226	2.53e-07	0.8467741935	0.704737087536676
loxoprofen	Alzheimer Disease	0	0.002727597	1	0.999498689431439	Alzheimer Disease	0	0.002727597	1	0.999498689431439
lumateperone	Alzheimer Disease	0	1.22e-08	1	0.916996180685167	Memory Disorders	0.6	1.38e-08	0.85	0.711404818907248
lumateperone	Alzheimer Disease	0	1.22e-08	1	0.916996180685167	Alzheimer Disease	0	1.22e-08	1	0.916996180685167
lumateperone	Alzheimer Disease	0	1.22e-08	1	0.916996180685167	Language Disorders	0	3.1e-17	1	0.997960746870246
lumiracoxib	Alzheimer Disease	0	0.008456375	1	0.999498689431439	Alzheimer Disease	0	0.008456375	1	0.999498689431439
lurasidone	Alzheimer Disease	0.333333333	6.89e-05	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	6.89e-05	0.91666666675	0.827624363017613
lurasidone	Alzheimer Disease	0.333333333	6.89e-05	0.91666666675	0.827624363017613	Language Disorders	0.833333333	2.49e-08	0.79166666675	0.965109376415907
lutropin alfa	Alzheimer Disease	0	0.01740202	1	0.999498689431439	Alzheimer Disease	0	0.01740202	1	0.999498689431439
lyme disease vaccine (recombinant ospa)	Alzheimer Disease	0	0.011309699	1	0.916996180685167	Alzheimer Disease	0	0.011309699	1	0.916996180685167
macitentan	Alzheimer Disease	0	0.000470587	1	0.999498689431439	Alzheimer Disease	0	0.000470587	1	0.999498689431439
magnesium acetate tetrahydrate	Alzheimer Disease	0.571428571	0.002812979	0.85714285725	0.725845478306619	Alzheimer Disease	0.571428571	0.002812979	0.85714285725	0.725845478306619
magnesium acetate tetrahydrate	Alzheimer Disease	0.571428571	0.002812979	0.85714285725	0.725845478306619	Language Disorders	1.285714286	0.002131906	0.6785714285	0.853251817926061
magnesium acetate tetrahydrate	Alzheimer Disease	0.571428571	0.002812979	0.85714285725	0.725845478306619	Memory Disorders	0.857142857	4.15e-07	0.78571428575	0.564478846567066
magnesium carbonate	Alzheimer Disease	0.571428571	0.000800051	0.85714285725	0.725845478306619	Language Disorders	1.285714286	0.001106382	0.6785714285	0.853251817926061
magnesium carbonate	Alzheimer Disease	0.571428571	0.000800051	0.85714285725	0.725845478306619	Memory Disorders	0.857142857	2.07e-07	0.78571428575	0.564478846567066
magnesium carbonate	Alzheimer Disease	0.571428571	0.000800051	0.85714285725	0.725845478306619	Alzheimer Disease	0.571428571	0.000800051	0.85714285725	0.725845478306619
malathion	Alzheimer Disease	0	0.006176884	1	0.999498689431439	Alzheimer Disease	0	0.006176884	1	0.999498689431439
manidipine	Alzheimer Disease	0.75	0.004855638	0.8125	0.99141072500421	Alzheimer Disease	0.75	0.004855638	0.8125	0.99141072500421
maprotiline	Alzheimer Disease	0.529411765	4.74e-06	0.86764705875	0.74624548140621	Memory Disorders	1.529411765	0.000772141	0.61764705875	0.194455871764802
maprotiline	Alzheimer Disease	0.529411765	4.74e-06	0.86764705875	0.74624548140621	Language Disorders	1.647058824	0.002712876	0.588235294	0.625865192232968
maprotiline	Alzheimer Disease	0.529411765	4.74e-06	0.86764705875	0.74624548140621	Alzheimer Disease	0.529411765	4.74e-06	0.86764705875	0.74624548140621
maraviroc	Alzheimer Disease	0	0.011309699	1	0.999498689431439	Alzheimer Disease	0	0.011309699	1	0.999498689431439
mazindol	Alzheimer Disease	0.5	0.003268106	0.875	0.759915570510543	Memory Disorders	0.75	8.95e-08	0.8125	0.628833714233804
mazindol	Alzheimer Disease	0.5	0.003268106	0.875	0.759915570510543	Amyloid Neuropathies	1.5	0.002950901	0.625	0.661048189545015
mazindol	Alzheimer Disease	0.5	0.003268106	0.875	0.759915570510543	Language Disorders	0.75	4.34e-08	0.8125	0.628833714233804
mazindol	Alzheimer Disease	0.5	0.003268106	0.875	0.759915570510543	Alzheimer Disease	0.5	0.003268106	0.875	0.759915570510543
mecamylamine	Alzheimer Disease	0.25	0.000162635	0.9375	0.998705144399657	Alzheimer Disease	0.25	0.000162635	0.9375	0.998705144399657
mecasermin	Alzheimer Disease	0.25	0.000539176	0.9375	0.998705144399657	Alzheimer Disease	0.25	0.000539176	0.9375	0.998705144399657
mecasermin	Alzheimer Disease	0.25	0.000539176	0.9375	0.998705144399657	Memory Disorders	1	0.02663977	0.75	0.945098078077383
mecasermin rinfabate	Alzheimer Disease	0.333333333	0.003981214	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.003981214	0.91666666675	0.998223773135608
meclofenamic acid	Alzheimer Disease	0.6	0.015620167	0.85	0.995123544742407	Alzheimer Disease	0.6	0.015620167	0.85	0.995123544742407
mefenamic acid	Alzheimer Disease	0	0.000525155	1	0.999498689431439	Alzheimer Disease	0	0.000525155	1	0.999498689431439
meloxicam	Alzheimer Disease	0	0.009423948	1	0.999498689431439	Alzheimer Disease	0	0.009423948	1	0.999498689431439
memantine	Alzheimer Disease	1.041666667	0.025696829	0.73958333325	0.449683396667951	Language Disorders	1.625	8.74e-06	0.59375	0.643496298717733
memantine	Alzheimer Disease	1.041666667	0.025696829	0.73958333325	0.449683396667951	Alzheimer Disease	1.041666667	0.025696829	0.73958333325	0.449683396667951
memantine	Alzheimer Disease	1.041666667	0.025696829	0.73958333325	0.449683396667951	Memory Disorders	1.5	1.36e-07	0.625	0.206233008902532
menadione	Alzheimer Disease	0.538461538	2.08e-05	0.8653846155	0.996136174715183	Memory Disorders	1.461538462	0.024317554	0.6346153845	0.222418197167071
menadione	Alzheimer Disease	0.538461538	2.08e-05	0.8653846155	0.996136174715183	Alzheimer Disease	0.538461538	2.08e-05	0.8653846155	0.996136174715183
menotropins	Alzheimer Disease	0	1.06e-06	1	0.999498689431439	Alzheimer Disease	0	1.06e-06	1	0.999498689431439
menthyl salicylate	Alzheimer Disease	0	0.001613215	1	0.999498689431439	Alzheimer Disease	0	0.001613215	1	0.999498689431439
mepenzolate	Alzheimer Disease	0.5	0.032076841	0.875	0.996659662454039	Alzheimer Disease	0.5	0.032076841	0.875	0.996659662454039
meperidine	Alzheimer Disease	0.8125	0.014087107	0.796875	0.591692542858745	Language Disorders	1.5	0.00019566	0.625	0.735272017343177
meperidine	Alzheimer Disease	0.8125	0.014087107	0.796875	0.591692542858745	Alzheimer Disease	0.8125	0.014087107	0.796875	0.591692542858745
meperidine	Alzheimer Disease	0.8125	0.014087107	0.796875	0.591692542858745	Memory Disorders	1.375	0.00010373	0.65625	0.262061106154156
mephentermine	Alzheimer Disease	0.333333333	2.87e-06	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	2.87e-06	0.91666666675	0.827624363017613
mephentermine	Alzheimer Disease	0.333333333	2.87e-06	0.91666666675	0.827624363017613	Memory Disorders	1.111111111	1e-05	0.72222222225	0.921212993401376
mesalazine	Alzheimer Disease	0.142857143	3.49e-06	0.96428571425	0.885448909205393	Language Disorders	1.285714286	0.022352702	0.6785714285	0.853251817926061
mesalazine	Alzheimer Disease	0.142857143	3.49e-06	0.96428571425	0.885448909205393	Memory Disorders	1.142857143	0.007054132	0.71428571425	0.388190164697243
mesalazine	Alzheimer Disease	0.142857143	3.49e-06	0.96428571425	0.885448909205393	Alzheimer Disease	0.142857143	3.49e-06	0.96428571425	0.885448909205393
mesoridazine	Alzheimer Disease	0	2.05e-07	1	0.916996180685167	Language Disorders	0	7.4e-10	1	0.997960746870246
mesoridazine	Alzheimer Disease	0	2.05e-07	1	0.916996180685167	Memory Disorders	0.5	0.000487046	0.875	0.759915570510543
mesoridazine	Alzheimer Disease	0	2.05e-07	1	0.916996180685167	Alzheimer Disease	0	2.05e-07	1	0.916996180685167
metamfetamine	Alzheimer Disease	0.333333333	2.15e-06	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	2.15e-06	0.91666666675	0.827624363017613
metamfetamine	Alzheimer Disease	0.333333333	2.15e-06	0.91666666675	0.827624363017613	Memory Disorders	1.333333333	6.41e-06	0.66666666675	0.282698225791934
metamfetamine	Alzheimer Disease	0.333333333	2.15e-06	0.91666666675	0.827624363017613	Language Disorders	1.222222222	6.76e-10	0.6944444445	0.878600126656887
metamizole	Alzheimer Disease	0	0.01924802	1	0.999498689431439	Alzheimer Disease	0	0.01924802	1	0.999498689431439
metaraminol	Alzheimer Disease	0	0.012507031	1	0.916996180685167	Memory Disorders	1	0.023133954	0.75	0.945098078077383
metaraminol	Alzheimer Disease	0	0.012507031	1	0.916996180685167	Alzheimer Disease	0	0.012507031	1	0.916996180685167
methadone	Alzheimer Disease	0.428571429	1.25e-07	0.89285714275	0.790970967897522	Alzheimer Disease	0.428571429	1.25e-07	0.89285714275	0.790970967897522
methadone	Alzheimer Disease	0.428571429	1.25e-07	0.89285714275	0.790970967897522	Language Disorders	1.642857143	0.029990491	0.58928571425	0.153822973184716
methadone	Alzheimer Disease	0.428571429	1.25e-07	0.89285714275	0.790970967897522	Memory Disorders	1.214285714	5.45e-07	0.6964285715	0.890881247560786
methazolamide	Alzheimer Disease	0.75	0.032186078	0.8125	0.628833714233804	Alzheimer Disease	0.75	0.032186078	0.8125	0.628833714233804
methazolamide	Alzheimer Disease	0.75	0.032186078	0.8125	0.628833714233804	Memory Disorders	1.25	0.000471296	0.6875	0.878194941649415
methocarbamol	Alzheimer Disease	0	0.015470857	1	0.916996180685167	Memory Disorders	0	8.06e-10	1	0.998215649602825
methocarbamol	Alzheimer Disease	0	0.015470857	1	0.916996180685167	Alzheimer Disease	0	0.015470857	1	0.916996180685167
methotrimeprazine	Alzheimer Disease	0.421052632	2.74e-11	0.894736842	0.794061789610596	Memory Disorders	1.368421053	5.37e-08	0.65789473675	0.826812390258365
methotrimeprazine	Alzheimer Disease	0.421052632	2.74e-11	0.894736842	0.794061789610596	Language Disorders	1.684210526	0.000541722	0.5789473685	0.140842546321353
methotrimeprazine	Alzheimer Disease	0.421052632	2.74e-11	0.894736842	0.794061789610596	Alzheimer Disease	0.421052632	2.74e-11	0.894736842	0.794061789610596
methoxamine	Alzheimer Disease	0.666666667	0.046895847	0.83333333325	0.676022002084612	Alzheimer Disease	0.666666667	0.046895847	0.83333333325	0.676022002084612
methoxamine	Alzheimer Disease	0.666666667	0.046895847	0.83333333325	0.676022002084612	Memory Disorders	1	0.000114478	0.75	0.945098078077383
methscopolamine bromide	Alzheimer Disease	0.333333333	0.003743958	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.003743958	0.91666666675	0.998223773135608
methyclothiazide	Alzheimer Disease	0.75	0.042904372	0.8125	0.628833714233804	Memory Disorders	1.25	0.000161397	0.6875	0.878194941649415
methyclothiazide	Alzheimer Disease	0.75	0.042904372	0.8125	0.628833714233804	Alzheimer Disease	0.75	0.042904372	0.8125	0.628833714233804
methylene blue	Alzheimer Disease	0.5	0.039296746	0.875	0.759915570510543	Alzheimer Disease	0.5	0.039296746	0.875	0.759915570510543
methylene blue	Alzheimer Disease	0.5	0.039296746	0.875	0.759915570510543	Memory Disorders	1	0.003074425	0.75	0.945098078077383
methylergometrine	Alzheimer Disease	0.5	0.037972386	0.875	0.759915570510543	Language Disorders	1	0.000108484	0.75	0.939653140975545
methylergometrine	Alzheimer Disease	0.5	0.037972386	0.875	0.759915570510543	Memory Disorders	1	5.9e-05	0.75	0.475573630947114
methylergometrine	Alzheimer Disease	0.5	0.037972386	0.875	0.759915570510543	Alzheimer Disease	0.5	0.037972386	0.875	0.759915570510543
methylphenobarbital	Alzheimer Disease	0.909090909	0.017668429	0.77272727275	0.532327195116185	Amyloid Neuropathies	2.090909091	0.037065517	0.47727272725	0.21657228435201
methylphenobarbital	Alzheimer Disease	0.909090909	0.017668429	0.77272727275	0.532327195116185	Alzheimer Disease	0.909090909	0.017668429	0.77272727275	0.532327195116185
methylphenobarbital	Alzheimer Disease	0.909090909	0.017668429	0.77272727275	0.532327195116185	Memory Disorders	1.545454545	0.000906464	0.61363636375	0.188250285217651
methylprednisolone	Alzheimer Disease	0.5	0.01684862	0.875	0.996659662454039	Alzheimer Disease	0.5	0.01684862	0.875	0.996659662454039
methysergide	Alzheimer Disease	0.75	0.00804031	0.8125	0.628833714233804	Alzheimer Disease	0.75	0.00804031	0.8125	0.628833714233804
methysergide	Alzheimer Disease	0.75	0.00804031	0.8125	0.628833714233804	Language Disorders	1.625	0.030879803	0.59375	0.643496298717733
methysergide	Alzheimer Disease	0.75	0.00804031	0.8125	0.628833714233804	Memory Disorders	1.5	0.005579908	0.625	0.206233008902532
metipranolol	Alzheimer Disease	0	0.001514903	1	0.916996180685167	Memory Disorders	0.5	0.00824911	0.875	0.759915570510543
metipranolol	Alzheimer Disease	0	0.001514903	1	0.916996180685167	Alzheimer Disease	0	0.001514903	1	0.916996180685167
metipranolol	Alzheimer Disease	0	0.001514903	1	0.916996180685167	Amyloid Neuropathies	1.5	0.010455593	0.625	0.661048189545015
metipranolol	Alzheimer Disease	0	0.001514903	1	0.916996180685167	Language Disorders	1	0.016878432	0.75	0.475573630947114
metixene	Alzheimer Disease	0.8	0.045298799	0.8	0.989632625584422	Alzheimer Disease	0.8	0.045298799	0.8	0.989632625584422
metoclopramide	Alzheimer Disease	0.5	0.005537194	0.875	0.759915570510543	Alzheimer Disease	0.5	0.005537194	0.875	0.759915570510543
metoclopramide	Alzheimer Disease	0.5	0.005537194	0.875	0.759915570510543	Language Disorders	1.5	0.005052573	0.625	0.735272017343177
metoclopramide	Alzheimer Disease	0.5	0.005537194	0.875	0.759915570510543	Memory Disorders	1.25	0.000333113	0.6875	0.326780372623774
metocurine	Alzheimer Disease	0.5	0.035163527	0.875	0.996659662454039	Alzheimer Disease	0.5	0.035163527	0.875	0.996659662454039
metoprolol	Alzheimer Disease	0	0.007392647	1	0.916996180685167	Language Disorders	1	0.008547583	0.75	0.475573630947114
metoprolol	Alzheimer Disease	0	0.007392647	1	0.916996180685167	Alzheimer Disease	0	0.007392647	1	0.916996180685167
metoprolol	Alzheimer Disease	0	0.007392647	1	0.916996180685167	Amyloid Neuropathies	1.5	0.048168153	0.625	0.661048189545015
metoprolol	Alzheimer Disease	0	0.007392647	1	0.916996180685167	Memory Disorders	0.5	0.019165147	0.875	0.759915570510543
metreleptin	Alzheimer Disease	0	0.000778463	1	0.999498689431439	Alzheimer Disease	0	0.000778463	1	0.999498689431439
mexiletine	Alzheimer Disease	0.5	0.030316224	0.875	0.996659662454039	Alzheimer Disease	0.5	0.030316224	0.875	0.996659662454039
mianserin	Alzheimer Disease	0.47826087	6.84e-09	0.8804347825	0.769690514213878	Memory Disorders	1.217391304	1.63e-12	0.695652174	0.344961414267416
mianserin	Alzheimer Disease	0.47826087	6.84e-09	0.8804347825	0.769690514213878	Alzheimer Disease	0.47826087	6.84e-09	0.8804347825	0.769690514213878
mianserin	Alzheimer Disease	0.47826087	6.84e-09	0.8804347825	0.769690514213878	Language Disorders	1.434782609	2.03e-12	0.64130434775	0.776674250324608
miconazole	Alzheimer Disease	0.666666667	0.000246347	0.83333333325	0.676022002084612	Memory Disorders	1.5	0.011582992	0.625	0.206233008902532
miconazole	Alzheimer Disease	0.666666667	0.000246347	0.83333333325	0.676022002084612	Amyloid Neuropathies	2	0.013453663	0.5	0.271864846529077
miconazole	Alzheimer Disease	0.666666667	0.000246347	0.83333333325	0.676022002084612	Alzheimer Disease	0.666666667	0.000246347	0.83333333325	0.676022002084612
midostaurin	Alzheimer Disease	0.5	0.01224423	0.875	0.759915570510543	Language Disorders	1	0.017132907	0.75	0.939653140975545
midostaurin	Alzheimer Disease	0.5	0.01224423	0.875	0.759915570510543	Alzheimer Disease	0.5	0.01224423	0.875	0.759915570510543
mifamurtide	Alzheimer Disease	0.5	0.005026772	0.875	0.996659662454039	Alzheimer Disease	0.5	0.005026772	0.875	0.996659662454039
milnacipran	Alzheimer Disease	0.555555556	0.001677966	0.861111111	0.733670898791437	Language Disorders	1.111111111	2.88e-07	0.72222222225	0.913908594518138
milnacipran	Alzheimer Disease	0.555555556	0.001677966	0.861111111	0.733670898791437	Alzheimer Disease	0.555555556	0.001677966	0.861111111	0.733670898791437
milnacipran	Alzheimer Disease	0.555555556	0.001677966	0.861111111	0.733670898791437	Memory Disorders	0.888888889	2.75e-10	0.77777777775	0.544877519066542
miltefosine	Alzheimer Disease	0	0.001296123	1	0.916996180685167	Alzheimer Disease	0	0.001296123	1	0.916996180685167
miltefosine	Alzheimer Disease	0	0.001296123	1	0.916996180685167	Memory Disorders	0	8.86e-05	1	0.998215649602825
minaprine	Alzheimer Disease	0.111111111	1.19e-09	0.97222222225	0.893255917777285	Language Disorders	1.111111111	6.51e-12	0.72222222225	0.913908594518138
minaprine	Alzheimer Disease	0.111111111	1.19e-09	0.97222222225	0.893255917777285	Alzheimer Disease	0.111111111	1.19e-09	0.97222222225	0.893255917777285
minaprine	Alzheimer Disease	0.111111111	1.19e-09	0.97222222225	0.893255917777285	Memory Disorders	1	7.82e-11	0.75	0.475573630947114
minocycline	Alzheimer Disease	0.285714286	5.45e-07	0.9285714285	0.843951868427611	Memory Disorders	1.142857143	0.029005886	0.71428571425	0.388190164697243
minocycline	Alzheimer Disease	0.285714286	5.45e-07	0.9285714285	0.843951868427611	Alzheimer Disease	0.285714286	5.45e-07	0.9285714285	0.843951868427611
minocycline	Alzheimer Disease	0.285714286	5.45e-07	0.9285714285	0.843951868427611	Language Disorders	1.285714286	0.042781467	0.6785714285	0.853251817926061
