disease	drug	proximity	pval	similarity	adjusted_similarity
Alzheimer Disease	sertindole	0.375	4.35e-06	0.90625	0.812253019594901
Alzheimer Disease	sertraline	0.4	0.001579362	0.9	0.802535407328769
Alzheimer Disease	sibutramine	0.333333333	0.007573988	0.91666666675	0.827624363017613
Alzheimer Disease	silodosin	0.666666667	0.046093511	0.83333333325	0.676022002084612
Alzheimer Disease	siltuximab	0	0.026378826	1	0.916996180685167
Alzheimer Disease	simoctocog alfa	0	0.002156608	1	0.999498689431439
Alzheimer Disease	sirolimus	0.333333333	0.003985452	0.91666666675	0.998223773135608
Alzheimer Disease	sitagliptin	0	0.000370198	1	0.999498689431439
Alzheimer Disease	sitaxentan	0	0.001177637	1	0.999498689431439
Alzheimer Disease	sodium carbonate	0.5	0.005830425	0.875	0.759915570510543
Alzheimer Disease	sodium sulfate	0.5	0.029151431	0.875	0.759915570510543
Alzheimer Disease	somatrem	0	1.81e-05	1	0.999498689431439
Alzheimer Disease	sorafenib	0.6	0.011184218	0.85	0.711404818907248
Alzheimer Disease	sotalol	0.333333333	0.008448413	0.91666666675	0.827624363017613
Alzheimer Disease	soybean oil	0	7.22e-06	1	0.999498689431439
Alzheimer Disease	spirapril	0	0.020018182	1	0.916996180685167
Alzheimer Disease	spironolactone	0.833333333	1.06e-05	0.79166666675	0.988249510046994
Alzheimer Disease	stearic acid	0	0.000509095	1	0.916996180685167
Alzheimer Disease	succinylcholine	0.333333333	0.00395973	0.91666666675	0.998223773135608
Alzheimer Disease	sucralfate	0.2	4.75e-08	0.95	0.870142204938429
Alzheimer Disease	sulfamethoxazole	0	0.030499728	1	0.999498689431439
Alzheimer Disease	sulfasalazine	0.4	4.47e-05	0.9	0.997713004352496
Alzheimer Disease	sulindac	0.428571429	0.000541687	0.89285714275	0.997451470293365
Alzheimer Disease	sulodexide	0.5	0.041699434	0.875	0.996659662454039
Alzheimer Disease	sulpiride	0.5	0.005170212	0.875	0.759915570510543
Alzheimer Disease	sunitinib	0.625	0.046816927	0.84375	0.698405543162004
Alzheimer Disease	suprofen	0	0.005476351	1	0.999498689431439
Alzheimer Disease	susoctocog alfa	0	0.005120837	1	0.999498689431439
Alzheimer Disease	suvorexant	0	0.000394802	1	0.999498689431439
Alzheimer Disease	tacrine	0.666666667	0.03159405	0.83333333325	0.993726881956618
Alzheimer Disease	tafamidis	0	7.22e-06	1	0.916996180685167
Alzheimer Disease	tafluprost	0	0.024273764	1	0.999498689431439
Alzheimer Disease	tamoxifen	0.588235294	0.047293096	0.8529411765	0.995335694737563
Alzheimer Disease	tapentadol	0.666666667	0.033248253	0.83333333325	0.676022002084612
Alzheimer Disease	taurocholic acid	0.5	0.041533929	0.875	0.996659662454039
Alzheimer Disease	tazarotene	0	7.55e-07	1	0.916996180685167
Alzheimer Disease	technetium tc-99m tilmanocept	0	0.016589996	1	0.999498689431439
Alzheimer Disease	tegafur	0	0.006830513	1	0.999498689431439
Alzheimer Disease	tegaserod	0.5	0.006813464	0.875	0.759915570510543
Alzheimer Disease	telmisartan	0	0.000249074	1	0.916996180685167
Alzheimer Disease	telotristat ethyl	0	0.000276032	1	0.916996180685167
Alzheimer Disease	temsirolimus	0	0.01684862	1	0.999498689431439
Alzheimer Disease	tenecteplase	0.545454545	0.00098224	0.86363636375	0.738575985415231
Alzheimer Disease	tenoxicam	0	0.001349898	1	0.999498689431439
Alzheimer Disease	terazosin	0.8	0.037878421	0.8	0.599220125721511
Alzheimer Disease	terbutaline	0	0.000408748	1	0.916996180685167
Alzheimer Disease	terfenadine	0.857142857	0.046014821	0.78571428575	0.98715142410688
Alzheimer Disease	teriparatide	0	0.009462018	1	0.999498689431439
Alzheimer Disease	tesamorelin	0	0.005392425	1	0.999498689431439
Alzheimer Disease	testolactone	0	0.027293082	1	0.916996180685167
Alzheimer Disease	testosterone	0	0.003674786	1	0.999498689431439
Alzheimer Disease	testosterone cypionate	0	0.002948392	1	0.999498689431439
Alzheimer Disease	testosterone enanthate	0	0.005623217	1	0.999498689431439
Alzheimer Disease	testosterone undecanoate	0	0.008031494	1	0.999498689431439
Alzheimer Disease	tetryzoline	0	0.017035877	1	0.916996180685167
Alzheimer Disease	thalidomide	0.428571429	0.004564635	0.89285714275	0.997451470293365
Alzheimer Disease	thiamylal	0.666666667	0.045840207	0.83333333325	0.993726881956618
Alzheimer Disease	thiethylperazine	0	1.97e-06	1	0.916996180685167
Alzheimer Disease	thiopental	1	0.017829147	0.75	0.475573630947114
Alzheimer Disease	thioridazine	0.333333333	6.69e-05	0.91666666675	0.827624363017613
Alzheimer Disease	thiothixene	0	4.45e-05	1	0.916996180685167
Alzheimer Disease	thonzylamine	0.833333333	0.041448241	0.79166666675	0.988249510046994
Alzheimer Disease	thrombin	0.5	1.83e-05	0.875	0.996659662454039
Alzheimer Disease	thrombin alfa	0.375	6.25e-05	0.90625	0.99791977939539
Alzheimer Disease	thrombomodulin alfa	0	0.001172579	1	0.999498689431439
Alzheimer Disease	tiaprofenic acid	0	0.007507673	1	0.999498689431439
Alzheimer Disease	ticagrelor	0	0.000895621	1	0.999498689431439
Alzheimer Disease	ticlopidine	0	0.004505991	1	0.999498689431439
Alzheimer Disease	timolol	0	0.002057416	1	0.916996180685167
Alzheimer Disease	tinzaparin	0.333333333	0.000518604	0.91666666675	0.998223773135608
Alzheimer Disease	tiotropium	0.8	0.01821079	0.8	0.989632625584422
Alzheimer Disease	tirofiban	0.5	0.047813736	0.875	0.759915570510543
Alzheimer Disease	tizanidine	0.571428571	0.003521488	0.85714285725	0.995622925786853
Alzheimer Disease	tocilizumab	0	0.002595716	1	0.916996180685167
Alzheimer Disease	tocofersolan	0	0.006502383	1	0.916996180685167
Alzheimer Disease	tolazamide	0	0.002897268	1	0.999498689431439
Alzheimer Disease	tolazoline	0.666666667	0.01323411	0.83333333325	0.993726881956618
Alzheimer Disease	tolcapone	0	0.006133114	1	0.916996180685167
Alzheimer Disease	tolfenamic acid	0	0.005120837	1	0.999498689431439
Alzheimer Disease	tolmetin	0	0.001010394	1	0.999498689431439
Alzheimer Disease	tolterodine	0.8	0.023296852	0.8	0.989632625584422
Alzheimer Disease	tramadol	0.590909091	4.1e-06	0.85227272725	0.716048399149876
Alzheimer Disease	trametinib	0	0.001091437	1	0.999498689431439
Alzheimer Disease	trandolapril	0	0.026534379	1	0.916996180685167
Alzheimer Disease	tranylcypromine	0	0.000610578	1	0.999498689431439
Alzheimer Disease	travoprost	0	0.016518772	1	0.999498689431439
Alzheimer Disease	trazodone	0.285714286	0.000198501	0.9285714285	0.843951868427611
Alzheimer Disease	treprostinil	0	1.83e-06	1	0.999498689431439
Alzheimer Disease	trifarotene	0	1.89e-05	1	0.999498689431439
Alzheimer Disease	trifluoperazine	0.5	0.00506004	0.875	0.759915570510543
Alzheimer Disease	triflupromazine	0.2	8.82e-06	0.95	0.870142204938429
Alzheimer Disease	trifluridine	0	0.019968885	1	0.999498689431439
Alzheimer Disease	trihexyphenidyl	0.8	0.012022188	0.8	0.989632625584422
Alzheimer Disease	trimebutine	0.75	4.67e-05	0.8125	0.99141072500421
Alzheimer Disease	trimethoprim	0.5	0.032631866	0.875	0.759915570510543
Alzheimer Disease	trimipramine	0.458333333	7.78e-09	0.88541666675	0.778402893763885
Alzheimer Disease	troglitazone	0.555555556	0.007234334	0.861111111	0.733670898791437
Alzheimer Disease	trolamine salicylate	0	0.002727597	1	0.999498689431439
Alzheimer Disease	troleandomycin	0	0.001418066	1	0.999498689431439
Alzheimer Disease	tropicamide	0.5	0.007674517	0.875	0.996659662454039
Alzheimer Disease	trospium	0	0.01483018	1	0.999498689431439
Alzheimer Disease	tuberculin purified protein derivative	0	0.01684862	1	0.999498689431439
Alzheimer Disease	tubocurarine	0.5	0.00194825	0.875	0.996659662454039
Alzheimer Disease	turoctocog alfa	0.333333333	0.002582012	0.91666666675	0.827624363017613
Alzheimer Disease	turoctocog alfa pegol	0.333333333	0.020958243	0.91666666675	0.827624363017613
Alzheimer Disease	tyloxapol	0	0.016708873	1	0.916996180685167
Alzheimer Disease	tyrothricin	0	0.008197536	1	0.999498689431439
Alzheimer Disease	ubidecarenone	0.5	0.030316224	0.875	0.996659662454039
Alzheimer Disease	umeclidinium	0.8	0.019058497	0.8	0.989632625584422
Alzheimer Disease	urofollitropin	0	0.003466974	1	0.999498689431439
Alzheimer Disease	urokinase	0.5	8.43e-05	0.875	0.759915570510543
Alzheimer Disease	ustekinumab	0.5	0.044161663	0.875	0.996659662454039
Alzheimer Disease	valdecoxib	0.666666667	0.048528211	0.83333333325	0.993726881956618
Alzheimer Disease	valproic acid	0.944444444	0.023295382	0.763888889	0.51027494693421
Alzheimer Disease	valsartan	0	0.000778463	1	0.916996180685167
Alzheimer Disease	vandetanib	0.2	3.92e-06	0.95	0.998928908063831
Alzheimer Disease	varenicline	0	2.16e-06	1	0.999498689431439
Alzheimer Disease	velaglucerase alfa	0	0.002281057	1	0.916996180685167
Alzheimer Disease	venlafaxine	0.333333333	0.00397108	0.91666666675	0.827624363017613
Alzheimer Disease	verapamil	0.545454545	0.000425665	0.86363636375	0.738575985415231
Alzheimer Disease	vildagliptin	0	7.67e-09	1	0.999498689431439
Alzheimer Disease	vitamin d	0	0.002455923	1	0.999498689431439
Alzheimer Disease	vortioxetine	0.571428571	0.004787503	0.85714285725	0.725845478306619
Alzheimer Disease	warfarin	0	0.000850416	1	0.916996180685167
Alzheimer Disease	xamoterol	0	0.003304639	1	0.916996180685167
Alzheimer Disease	ximelagatran	0	0.02681328	1	0.999498689431439
Alzheimer Disease	xylometazoline	0.5	0.003175532	0.875	0.996659662454039
Alzheimer Disease	yohimbine	0.647058824	0.000168917	0.838235294	0.686664136031207
Alzheimer Disease	zaleplon	0.5	0.044378397	0.875	0.996659662454039
Alzheimer Disease	zileuton	0	0.019392058	1	0.916996180685167
Alzheimer Disease	zimelidine	0	0.000348518	1	0.916996180685167
Alzheimer Disease	zinc	0.686956522	6.79e-15	0.8282608695	0.664814819814221
Alzheimer Disease	zinc acetate	0.686956522	5.97e-16	0.8282608695	0.664814819814221
Alzheimer Disease	zinc chloride	0.686956522	8.36e-15	0.8282608695	0.664814819814221
Alzheimer Disease	ziprasidone	0.56	1.93e-09	0.86	0.731494181998516
Alzheimer Disease	zofenopril	0	0.041285413	1	0.916996180685167
Alzheimer Disease	zotepine	0.125	6.54e-09	0.96875	0.889899669963022
Alzheimer Disease	zuclopenthixol	0.142857143	2.89e-08	0.96428571425	0.885448909205393
