TTD_association	drug	proximity	pval	similarity	adjusted_similarity
Rheumatoid arthritis 	indomethacin	0.777777778	0.019886502	0.8055555555	0.990463909261791
Rheumatoid arthritis 	infliximab	0	0.042410927	1	0.916996180685167
Plaque psoriasis 	infliximab	0	0.042410927	1	0.916996180685167
Asthma 	infliximab	0	0.042410927	1	0.916996180685167
Chronic granulomatous disease 	interferon gamma-1b	0.5	0.047139425	0.875	0.759915570510543
Obstructive lung disease 	ipratropium	0.333333333	0.009174584	0.91666666675	0.998223773135608
Hypertension 	irbesartan	0.5	0.004954394	0.875	0.759915570510543
Candidemia 	isavuconazole	0.666666667	0.006007237	0.83333333325	0.676022002084612
Invasive candidiasis 	isavuconazole	0.666666667	0.006007237	0.83333333325	0.676022002084612
Invasive aspergillosis 	isavuconazole	0.666666667	0.006007237	0.83333333325	0.676022002084612
Depression 	isocarboxazid	0	0.001671953	1	0.999498689431439
Asthma 	isoetharine	0	0.006428897	1	0.916996180685167
Glaucoma/ocular hypertension 	isoflurophate	0	1.59e-05	1	0.999498689431439
Tuberculosis 	isoniazid	0.5	0.001694045	0.875	0.996659662454039
Acne vulgaris 	isotretinoin	0	0.001312448	1	0.999498689431439
Psoriatic arthritis 	ixekizumab	0	0.024273764	1	0.999498689431439
Plaque psoriasis 	ixekizumab	0	0.024273764	1	0.999498689431439
Anaesthesia 	ketamine	0.739130435	1.8e-05	0.81521739125	0.991755308488109
Fungal infection 	ketoconazole	0.4	0.005344602	0.9	0.802535407328769
Musculoskeletal pain 	ketoprofen	0.333333333	0.005624839	0.91666666675	0.998223773135608
Pain 	ketoprofen	0.333333333	0.005624839	0.91666666675	0.998223773135608
Postoperative inflammation 	ketorolac	0	0.004916968	1	0.999498689431439
Hypertension 	labetalol	0.4	0.003319617	0.9	0.802535407328769
Bipolar disorder 	lamotrigine	0.875	1.27e-06	0.78125	0.553473885504681
Epilepsy 	lamotrigine	0.875	1.27e-06	0.78125	0.553473885504681
Solid tumour/cancer 	larotrectinib	0.333333333	0.000658742	0.91666666675	0.827624363017613
Open-angle glaucoma 	latanoprost	0	0.017348172	1	0.999498689431439
Glaucoma/ocular hypertension 	latanoprost	0	0.017348172	1	0.999498689431439
Arthritis 	leflunomide	0.333333333	0.007433097	0.91666666675	0.998223773135608
Multiple sclerosis 	leflunomide	0.333333333	0.007433097	0.91666666675	0.998223773135608
Multiple myeloma 	lenalidomide	0.5	0.023242505	0.875	0.996659662454039
Melanoma 	lenvatinib	0.4	1.64e-05	0.9	0.802535407328769
Ovarian cancer 	lenvatinib	0.4	1.64e-05	0.9	0.802535407328769
Solid tumour/cancer 	lenvatinib	0.4	1.64e-05	0.9	0.802535407328769
Hepatocellular carcinoma 	lenvatinib	0.4	1.64e-05	0.9	0.802535407328769
Thrombocytopenia 	lepirudin	0	0.023296852	1	0.999498689431439
Hormonally-responsive breast cancer 	letrozole	0	0.012819144	1	0.916996180685167
Hypertension 	levamlodipine	0.25	0.003984832	0.9375	0.855352842489066
Chronic open-angle glaucoma 	levobetaxolol	0	3.87e-05	1	0.916996180685167
Open-angle glaucoma 	levobunolol	0	0.002697814	1	0.916996180685167
Parkinson disease 	levodopa	0	9.63e-08	1	0.916996180685167
Hypothyroidism 	levothyroxine	0.5	0.009061508	0.875	0.759915570510543
Type-2 diabetes 	linagliptin	0	0.004752629	1	0.999498689431439
Congestive heart failure 	liothyronine	0.333333333	0.002476499	0.91666666675	0.998223773135608
Hypothyroidism 	liothyronine	0.333333333	0.002476499	0.91666666675	0.998223773135608
Hypertension 	lisinopril	0	0.00116541	1	0.916996180685167
Fibrosis 	lisuride	0.4	1.18e-07	0.9	0.802535407328769
Parkinson disease 	lisuride	0.4	1.18e-07	0.9	0.802535407328769
Opioid dependence 	lofexidine	0.5	0.001994003	0.875	0.996659662454039
Heroin and opiate withdrawal 	lofexidine	0.5	0.001994003	0.875	0.996659662454039
Drug abuse 	lorcaserin	0	0.004985535	1	0.916996180685167
Obesity 	lorcaserin	0	0.004985535	1	0.916996180685167
Migraine 	lornoxicam	0	0.002105695	1	0.999498689431439
Hypertension 	losartan	0	0.000370198	1	0.916996180685167
Schizophrenia 	loxapine	0.612903226	2.53e-07	0.8467741935	0.704737087536676
Knee osteoarthritis 	lumiracoxib	0	0.008456375	1	0.999498689431439
Female infertility 	lutropin alfa	0	0.01740202	1	0.999498689431439
Cardiovascular disease 	macitentan	0	0.000470587	1	0.999498689431439
Pediculus capitis infestation 	malathion	0	0.006176884	1	0.999498689431439
Major depressive disorder 	maprotiline	0.529411765	4.74e-06	0.86764705875	0.74624548140621
Human immunodeficiency virus infection 	maraviroc	0	0.011309699	1	0.999498689431439
Chronic obstructive pulmonary disease 	maraviroc	0	0.011309699	1	0.999498689431439
Obesity 	mazindol	0.5	0.003268106	0.875	0.759915570510543
Essential hypertension 	mecamylamine	0.25	0.000162635	0.9375	0.998705144399657
Growth failure 	mecasermin	0.25	0.000539176	0.9375	0.998705144399657
Ankylosing spondylitis 	meclofenamic acid	0.6	0.015620167	0.85	0.995123544742407
Joint pain 	meclofenamic acid	0.6	0.015620167	0.85	0.995123544742407
Dysmenorrhea 	mefenamic acid	0	0.000525155	1	0.999498689431439
Arthritis 	meloxicam	0	0.009423948	1	0.999498689431439
Alzheimer disease 	memantine	1.041666667	0.025696829	0.73958333325	0.449683396667951
Prostate cancer 	menadione	0.538461538	2.08e-05	0.8653846155	0.996136174715183
Vitamin K deficiency 	menadione	0.538461538	2.08e-05	0.8653846155	0.996136174715183
Female infertility 	menotropins	0	1.06e-06	1	0.999498689431439
Gastrointestinal disease 	mepenzolate	0.5	0.032076841	0.875	0.996659662454039
Peptic ulcer 	mepenzolate	0.5	0.032076841	0.875	0.996659662454039
Pain 	meperidine	0.8125	0.014087107	0.796875	0.591692542858745
High blood pressure 	mephentermine	0.333333333	2.87e-06	0.91666666675	0.827624363017613
Ulcerative colitis 	mesalazine	0.142857143	3.49e-06	0.96428571425	0.885448909205393
Schizophrenia 	mesoridazine	0	2.05e-07	1	0.916996180685167
Hypotension 	metaraminol	0	0.012507031	1	0.916996180685167
Dry cough 	methadone	0.428571429	1.25e-07	0.89285714275	0.790970967897522
Glaucoma/ocular hypertension 	methazolamide	0.75	0.032186078	0.8125	0.628833714233804
Musculoskeletal disorder 	methocarbamol	0	0.015470857	1	0.916996180685167
Hypertension 	methoxamine	0.666666667	0.046895847	0.83333333325	0.676022002084612
Nausea and vomiting 	methscopolamine bromide	0.333333333	0.003743958	0.91666666675	0.998223773135608
Hypertension 	methyclothiazide	0.75	0.042904372	0.8125	0.628833714233804
Edema 	methyclothiazide	0.75	0.042904372	0.8125	0.628833714233804
Acquired methemoglobinemia 	methylene blue	0.5	0.039296746	0.875	0.759915570510543
Anxiety disorder 	methylphenobarbital	0.909090909	0.017668429	0.77272727275	0.532327195116185
Migraine 	methysergide	0.75	0.00804031	0.8125	0.628833714233804
Open-angle glaucoma 	metipranolol	0	0.001514903	1	0.916996180685167
Parkinson disease 	metixene	0.8	0.045298799	0.8	0.989632625584422
Nausea 	metoclopramide	0.5	0.005537194	0.875	0.759915570510543
Hypertension 	metoprolol	0	0.007392647	1	0.916996180685167
Diabetic complication 	metreleptin	0	0.000778463	1	0.999498689431439
Ventricular tachycardia 	mexiletine	0.5	0.030316224	0.875	0.996659662454039
Depression 	mianserin	0.47826087	6.84e-09	0.8804347825	0.769690514213878
Fungal infection 	miconazole	0.666666667	0.000246347	0.83333333325	0.676022002084612
Colorectal cancer 	midostaurin	0.5	0.01224423	0.875	0.759915570510543
Systemic mastocytosis 	midostaurin	0.5	0.01224423	0.875	0.759915570510543
Acute myeloid leukaemia 	midostaurin	0.5	0.01224423	0.875	0.759915570510543
Chronic myelomonocytic leukaemia 	midostaurin	0.5	0.01224423	0.875	0.759915570510543
Solid tumour/cancer 	mifamurtide	0.5	0.005026772	0.875	0.996659662454039
Depression 	milnacipran	0.555555556	0.001677966	0.861111111	0.733670898791437
Visceral leishmaniasis 	miltefosine	0	0.001296123	1	0.916996180685167
Leishmaniasis 	miltefosine	0	0.001296123	1	0.916996180685167
Depression 	minaprine	0.111111111	1.19e-09	0.97222222225	0.893255917777285
Bacterial infection 	minocycline	0.285714286	5.45e-07	0.9285714285	0.843951868427611
Hypertension 	minoxidil	0.333333333	0.003432658	0.91666666675	0.998223773135608
Overactive bladder 	mirabegron	0	0.012819144	1	0.916996180685167
Depression 	mirtazapine	0.5	5.02e-05	0.875	0.759915570510543
Medical abortion 	misoprostol	0	2.22e-05	1	0.999498689431439
Anaesthesia 	mivacurium	0.5	0.004936753	0.875	0.996659662454039
Skin imperfections 	moclobemide	0	0.000704907	1	0.999498689431439
Depression 	moclobemide	0	0.000704907	1	0.999498689431439
Narcolepsy 	modafinil	0.5	0.038408144	0.875	0.759915570510543
Schizophrenia 	molindone	0.25	0.001566501	0.9375	0.855352842489066
Hemophilia 	moroctocog alfa	0.454545455	0.000369657	0.88636363625	0.997187918776537
Erectile dysfunction 	moxisylyte	0.5	0.003316047	0.875	0.996659662454039
Alcohol dependence 	moxonidine	0.5	0.048181146	0.875	0.759915570510543
Pain 	nabumetone	0	0.004082163	1	0.999498689431439
Parkinson disease 	nadh	0.776119403	1.92e-11	0.80597014925	0.990523230114273
High blood pressure 	nadolol	0	0.003981214	1	0.916996180685167
Narcotic depression 	naloxone	0.571428571	0.023891778	0.85714285725	0.995622925786853
Itching 	naphazoline	0	0.002915444	1	0.916996180685167
Hyperaemia 	naphazoline	0	0.002915444	1	0.916996180685167
Pain 	naproxen	0	0.001672809	1	0.999498689431439
Endometriosis 	naproxen	0	0.001672809	1	0.999498689431439
Osteoarthritis 	naproxen	0	0.001672809	1	0.999498689431439
Diabetic complication 	nateglinide	0	0.006347713	1	0.999498689431439
Hypertension 	nebivolol	0	0.000187678	1	0.916996180685167
Major depressive disorder 	nefazodone	0.4	9.7e-07	0.9	0.802535407328769
Myasthenia gravis 	neostigmine	0	0.023262262	1	0.999498689431439
Osteoarthritis 	nepafenac	0	0.002222356	1	0.999498689431439
High blood pressure 	nicardipine	0.666666667	3.19e-05	0.83333333325	0.993726881956618
Brain ischaemia 	nicergoline	0	0.016131929	1	0.916996180685167
Senile dementia 	nicergoline	0	0.016131929	1	0.916996180685167
Angina pectoris 	nicorandil	0	0.012171692	1	0.916996180685167
Inflammatory skin condition 	nicotinamide	0.5	0.034580266	0.875	0.996659662454039
Nicotine dependence 	nicotine	0.5	4.16e-06	0.875	0.996659662454039
Non-hodgkin lymphoma 	nimesulide	0	0.000862106	1	0.999498689431439
Non-small-cell lung cancer 	nimesulide	0	0.000862106	1	0.999498689431439
Metastatic colorectal cancer 	nimesulide	0	0.000862106	1	0.999498689431439
Cerebral vasospasm 	nimodipine	0.6	0.000255826	0.85	0.995123544742407
Mesothelioma 	nintedanib	0.5	1.67e-05	0.875	0.759915570510543
Hypertension 	nisoldipine	0.6	0.006084065	0.85	0.995123544742407
Sepsis 	norepinephrine	0.454545455	4.87e-05	0.88636363625	0.780032031554293
Depression 	nortriptyline	0.458333333	2.19e-08	0.88541666675	0.778402893763885
Primary biliary cholangitis 	obeticholic acid	0	0.002281057	1	0.999498689431439
Insomnia 	obeticholic acid	0	0.002281057	1	0.999498689431439
Chronic lymphocytic leukaemia 	obinutuzumab	0	0.017409882	1	0.999498689431439
Multiple sclerosis 	ocrelizumab	0	0.026739756	1	0.999498689431439
Diffuse large B-cell lymphoma 	ocrelizumab	0	0.026739756	1	0.999498689431439
Symptomatic vitreomacular adhesion 	ocriplasmin	0	0.001230243	1	0.916996180685167
Rheumatoid arthritis 	ofatumumab	0	0.01740202	1	0.999498689431439
Diffuse large B-cell lymphoma 	ofatumumab	0	0.01740202	1	0.999498689431439
Chronic lymphocytic leukaemia 	ofatumumab	0	0.01740202	1	0.999498689431439
Schizophrenia 	olanzapine	0.757575758	7.75e-08	0.8106060605	0.624402544202095
Soft tissue sarcoma 	olaratumab	0	0.013955718	1	0.999498689431439
Non-small-cell lung cancer 	olaratumab	0	0.013955718	1	0.999498689431439
Ulcerative colitis 	olsalazine	0.5	0.014556084	0.875	0.996659662454039
Parkinson disease 	opicapone	0	0.0138285	1	0.916996180685167
Obesity 	orlistat	0.333333333	0.004572805	0.91666666675	0.998223773135608
Rheumatoid arthritis 	oxaprozin	0	0.00173908	1	0.999498689431439
Tinea pedis 	oxiconazole	0	0.000778463	1	0.999498689431439
Hypertension 	oxprenolol	0	0.000563258	1	0.916996180685167
Nasal congestion 	oxymetazoline	0.5	0.001512839	0.875	0.996659662454039
Eye inflammation 	oxymetazoline	0.5	0.001512839	0.875	0.996659662454039
Aplastic anemia 	oxymetholone	0	0.009561688	1	0.999498689431439
Peptic ulcer 	oxyphencyclimine	0.333333333	0.006927026	0.91666666675	0.998223773135608
Visceral spasms 	oxyphenonium	0	0.010651082	1	0.999498689431439
Oral mucositis 	palifermin	0.166666667	5.13e-07	0.95833333325	0.879271554806123
Schizophrenia 	paliperidone	0.4	7.03e-07	0.9	0.802535407328769
Anaesthesia 	pancuronium	0.666666667	0.049550092	0.83333333325	0.993726881956618
Skin imperfections 	pargyline	0	0.009744206	1	0.999498689431439
Muscular dystrophy 	pargyline	0	0.009744206	1	0.999498689431439
Hypertension 	pargyline	0	0.009744206	1	0.999498689431439
Hyperparathyroidism 	paricalcitol	0	0.008929131	1	0.999498689431439
Depression 	paroxetine	0.714285714	4.49e-07	0.8214285715	0.649422656627897
Neovascular age-related macular degeneration 	pegaptanib	0	0.019817239	1	0.999498689431439
Malignant solid tumour 	pegfilgrastim	0	0.001418066	1	0.999498689431439
Acromegaly 	pegvisomant	0	0.002325987	1	0.999498689431439
Hypertension 	penbutolol	0.5	0.017090136	0.875	0.996659662454039
Fungal infection 	pentamidine	0	0.010384933	1	0.916996180685167
Insomnia 	pentobarbital	0.92	0.002245203	0.77	0.525531944688211
Hypotension 	pentolinium	0.5	0.037547176	0.875	0.996659662454039
Painful bladder syndrome 	pentosan polysulfate	0.333333333	0.003141812	0.91666666675	0.998223773135608
Interstitial cystitis 	pentosan polysulfate	0.333333333	0.003141812	0.91666666675	0.998223773135608
Parkinson disease 	pergolide	0.470588235	3.12e-07	0.88235294125	0.773073174664516
Hypertension 	perindopril	0.5	0.041412723	0.875	0.759915570510543
Schizophrenia 	perphenazine	0.333333333	0.026914406	0.91666666675	0.827624363017613
Coagulation defect 	phenindione	0	0.006830513	1	0.916996180685167
Pulmonary embolism 	phenindione	0	0.006830513	1	0.916996180685167
Seizure disorder 	phenobarbital	0.538461538	2.38e-05	0.8653846155	0.741937430208702
Malignant essential hypertension 	phenoxybenzamine	0.5	0.002349536	0.875	0.759915570510543
Thrombosis 	phenprocoumon	0	0.000778463	1	0.916996180685167
Obesity 	phentermine	0.166666667	1.27e-06	0.95833333325	0.879271554806123
Dermal necrosis 	phentolamine	0.5	0.030472044	0.875	0.759915570510543
Chronic pain 	phenylbutazone	0	0.000252548	1	0.999498689431439
Epilepsy 	phenytoin	1	0.009296349	0.75	0.475573630947114
Glaucoma/ocular hypertension 	pilocarpine	0.5	0.006207891	0.875	0.996659662454039
Parkinson disease 	pimavanserin	0	1.59e-06	1	0.916996180685167
Schizophrenia 	pimozide	0.5	0.042410927	0.875	0.759915570510543
Hypertension 	pindolol	0.4	0.002007803	0.9	0.802535407328769
Obesity 	pioglitazone	0	7.31e-08	1	0.999498689431439
Type-2 diabetes 	pioglitazone	0	7.31e-08	1	0.999498689431439
Diabetic complication 	pioglitazone	0	7.31e-08	1	0.999498689431439
Schizophrenia 	pipotiazine	0.25	0.000468041	0.9375	0.855352842489066
Asthma 	pirbuterol	0	0.001378237	1	0.916996180685167
Peptic ulcer 	pirenzepine	0	0.02491327	1	0.999498689431439
Pain 	piroxicam	0	0.000759617	1	0.999498689431439
Systemic sclerosis 	pomalidomide	0.333333333	0.013672087	0.91666666675	0.998223773135608
Acute lymphoblastic leukaemia 	ponatinib	0.4	4.65e-10	0.9	0.802535407328769
Cardiac arrhythmias 	practolol	0	0.008547583	1	0.916996180685167
Breast cancer 	pralatrexate	0.5	0.046785402	0.875	0.759915570510543
Peripheral T-cell lymphoma 	pralatrexate	0.5	0.046785402	0.875	0.759915570510543
Parkinson disease 	pramipexole	0.2	4e-05	0.95	0.870142204938429
Cardiovascular disease 	prasterone	0.862068966	0.014927983	0.7844827585	0.561448861715623
Chronic obstructive pulmonary disease 	prasterone	0.862068966	0.014927983	0.7844827585	0.561448861715623
Acute coronary syndrome 	prasugrel	0	0.005224605	1	0.999498689431439
Hypercholesterolaemia 	pravastatin	0.5	0.019968885	0.875	0.996659662454039
Congestive heart failure 	prazosin	0.5	0.001538465	0.875	0.759915570510543
Hypertension 	prazosin	0.5	0.001538465	0.875	0.759915570510543
Benign prostatic hyperplasia 	prazosin	0.5	0.001538465	0.875	0.759915570510543
Anaesthesia 	procaine	0.666666667	1.2e-05	0.83333333325	0.993726881956618
Hodgkin lymphoma 	procarbazine	0	0.000963847	1	0.999498689431439
Nausea 	prochlorperazine	0.5	0.001809006	0.875	0.759915570510543
Parkinson disease 	procyclidine	0.5	0.007541252	0.875	0.996659662454039
Sepsis 	proflavine	0	0.042410927	1	0.999498689431439
Contraception 	progesterone	0.5	0.032543108	0.875	0.996659662454039
Premature labour 	progesterone	0.5	0.032543108	0.875	0.996659662454039
Psychomotor agitation 	promazine	0.5	7.69e-06	0.875	0.759915570510543
Nausea 	promethazine	0.727272727	0.005400925	0.81818181825	0.641995299809939
Tachyarrhythmias 	propafenone	0.5	0.043174046	0.875	0.759915570510543
Stomach ulcer 	propantheline	0	0.019405347	1	0.999498689431439
Excessive sweating 	propantheline	0	0.019405347	1	0.999498689431439
Insomnia 	propiomazine	0.5	3.43e-05	0.875	0.759915570510543
Urinary incontinence 	propiverine	0.571428571	0.000928394	0.85714285725	0.995622925786853
Migraine 	propranolol	0.4	0.001837122	0.9	0.802535407328769
Nasal congestion 	pseudoephedrine	0.571428571	4.72e-05	0.85714285725	0.725845478306619
Worm infection 	pyrantel	0	0.02285926	1	0.999498689431439
Myasthenia gravis 	pyridostigmine	0	4.58e-05	1	0.999498689431439
Schizophrenia 	quetiapine	0.576923077	7.53e-09	0.85576923075	0.723103583468192
Hyperprolactinaemia 	quinagolide	0	0.000133694	1	0.916996180685167
Hypertension 	quinapril	0	0.024100319	1	0.916996180685167
Congestive heart failure 	ramipril	0.5	0.017082539	0.875	0.759915570510543
Gastric adenocarcinoma 	ramucirumab	0	0.000370198	1	0.999498689431439
Hereditary hemorrhagic telangiectasia 	ranibizumab	0	0.0138285	1	0.999498689431439
Chronic/stable angina 	ranolazine	0.96	0.029068389	0.76	0.500554170937533
Paroxysmal atrial fibrillation 	ranolazine	0.96	0.029068389	0.76	0.500554170937533
Skin imperfections 	rasagiline	0	0.011765028	1	0.916996180685167
Parkinson disease 	rasagiline	0	0.011765028	1	0.916996180685167
Skin cancer 	rasagiline	0	0.011765028	1	0.916996180685167
Metastatic colorectal cancer 	regorafenib	0.388888889	4.67e-06	0.90277777775	0.806900452905362
Diabetic complication 	repaglinide	0	0.003003792	1	0.999498689431439
Hypertension 	rescinnamine	0	0.018045761	1	0.916996180685167
Heart attack 	reteplase	0.25	0.000100439	0.9375	0.855352842489066
Chronic obstructive pulmonary disease 	revefenacin	0.8	0.01699138	0.8	0.989632625584422
Hepatitis C virus infection 	ribavirin	0.5	0.000651867	0.875	0.996659662454039
Bacterial infection 	rifaximin	0	0.000370198	1	0.999498689431439
Hypertension 	rilmenidine	0	0.011554449	1	0.916996180685167
Acute gout flare 	rilonacept	0	0.000298084	1	0.999498689431439
Arthritis 	rilonacept	0	0.000298084	1	0.999498689431439
Human immunodeficiency virus infection 	rilpivirine	0	0.011309699	1	0.999498689431439
Pain 	rilpivirine	0	0.011309699	1	0.999498689431439
Schizophrenia 	risperidone	0.4	2.66e-06	0.9	0.802535407328769
Human immunodeficiency virus infection 	ritonavir	0	0.006830513	1	0.999498689431439
Haematological malignancy 	rituximab	0	0.023262262	1	0.999498689431439
Non-hodgkin lymphoma 	rituximab	0	0.023262262	1	0.999498689431439
Deep vein thrombosis 	rivaroxaban	0	0.011195598	1	0.999498689431439
Alzheimer disease 	rivastigmine	0	1.2e-05	1	0.999498689431439
Muscle spasm 	rocuronium	0.666666667	0.017090136	0.83333333325	0.993726881956618
Osteoarthritis 	rofecoxib	0	0.000249074	1	0.999498689431439
Parkinson disease 	ropinirole	0.333333333	6.33e-06	0.91666666675	0.827624363017613
Idiopathic parkinson disease 	safinamide	0	0.021056093	1	0.999498689431439
Parkinson disease 	safinamide	0	0.021056093	1	0.999498689431439
Acute asthma 	salbutamol	0	0.000565833	1	0.916996180685167
Chronic obstructive pulmonary disease 	salmeterol	0	0.000139083	1	0.916996180685167
Osteoporosis 	salmon calcitonin	0	0.01872673	1	0.916996180685167
Rheumatoid arthritis 	salsalate	0	0.000273353	1	0.999498689431439
Type-2 diabetes 	saxagliptin	0	3.87e-05	1	0.999498689431439
Nausea 	scopolamine	0.75	0.00351638	0.8125	0.99141072500421
Addictive disorder 	scopolamine	0.75	0.00351638	0.8125	0.99141072500421
Intractable insomnia 	secobarbital	0.823529412	0.001753053	0.794117647	0.585014524585476
Alopecia 	secukinumab	0	0.020102841	1	0.999498689431439
Atopic dermatitis 	secukinumab	0	0.020102841	1	0.999498689431439
Type-1 diabetes 	secukinumab	0	0.020102841	1	0.999498689431439
Plaque psoriasis 	secukinumab	0	0.020102841	1	0.999498689431439
Dry eye disease 	secukinumab	0	0.020102841	1	0.999498689431439
Psoriatic arthritis 	secukinumab	0	0.020102841	1	0.999498689431439
Multiple sclerosis 	secukinumab	0	0.020102841	1	0.999498689431439
Rheumatoid arthritis 	secukinumab	0	0.020102841	1	0.999498689431439
Skin imperfections 	selegiline	0	0.002550881	1	0.999498689431439
Major depressive disorder 	selegiline	0	0.002550881	1	0.999498689431439
Pulmonary arterial hypertension 	selexipag	0	0.014520343	1	0.999498689431439
Pediatric growth disorder 	sermorelin	0	0.01733094	1	0.999498689431439
Depression 	sertraline	0.4	0.001579362	0.9	0.802535407328769
Obesity 	sibutramine	0.333333333	0.007573988	0.91666666675	0.827624363017613
Benign prostatic hyperplasia 	silodosin	0.666666667	0.046093511	0.83333333325	0.676022002084612
Anemia 	siltuximab	0	0.026378826	1	0.916996180685167
Organ transplant rejection 	sirolimus	0.333333333	0.003985452	0.91666666675	0.998223773135608
Dutch elm disease 	sirolimus	0.333333333	0.003985452	0.91666666675	0.998223773135608
Type-2 diabetes 	sitagliptin	0	0.000370198	1	0.999498689431439
Hormone deficiency 	somatrem	0	1.81e-05	1	0.999498689431439
Renal cell carcinoma 	sorafenib	0.6	0.011184218	0.85	0.711404818907248
Hepatocellular carcinoma 	sorafenib	0.6	0.011184218	0.85	0.711404818907248
Myelodysplastic syndrome 	sorafenib	0.6	0.011184218	0.85	0.711404818907248
Sinus rhythm disorder 	sotalol	0.333333333	0.008448413	0.91666666675	0.827624363017613
Bupicavaine toxicity 	soybean oil	0	7.22e-06	1	0.999498689431439
Hypertension 	spirapril	0	0.020018182	1	0.916996180685167
Congestive heart failure 	spironolactone	0.833333333	1.06e-05	0.79166666675	0.988249510046994
Spasm 	succinylcholine	0.333333333	0.00395973	0.91666666675	0.998223773135608
Acne vulgaris 	sucralfate	0.2	4.75e-08	0.95	0.870142204938429
Infection of P. falciparum 	sulfamethoxazole	0	0.030499728	1	0.999498689431439
Bacterial infection 	sulfamethoxazole	0	0.030499728	1	0.999498689431439
Rheumatoid arthritis 	sulfasalazine	0.4	4.47e-05	0.9	0.997713004352496
Rheumatoid arthritis 	sulindac	0.428571429	0.000541687	0.89285714275	0.997451470293365
Tinnitus 	sulodexide	0.5	0.041699434	0.875	0.996659662454039
Schizophrenia 	sulpiride	0.5	0.005170212	0.875	0.759915570510543
Gastrointestinal cancer 	sunitinib	0.625	0.046816927	0.84375	0.698405543162004
Miosis 	suprofen	0	0.005476351	1	0.999498689431439
Insomnia 	suvorexant	0	0.000394802	1	0.999498689431439
Alzheimer disease 	tacrine	0.666666667	0.03159405	0.83333333325	0.993726881956618
Glaucoma/ocular hypertension 	tafluprost	0	0.024273764	1	0.999498689431439
Breast cancer 	tamoxifen	0.588235294	0.047293096	0.8529411765	0.995335694737563
Type-2 diabetes 	taurocholic acid	0.5	0.041533929	0.875	0.996659662454039
Psoriasis vulgaris 	tazarotene	0	7.55e-07	1	0.916996180685167
Solid tumour/cancer 	tegafur	0	0.006830513	1	0.999498689431439
Irritable bowel syndrome 	tegaserod	0.5	0.006813464	0.875	0.759915570510543
Hypertension 	telmisartan	0	0.000249074	1	0.916996180685167
Carcinoid syndrome 	telotristat ethyl	0	0.000276032	1	0.916996180685167
Carcinoid syndrome diarrhea 	telotristat ethyl	0	0.000276032	1	0.916996180685167
Renal cell carcinoma 	temsirolimus	0	0.01684862	1	0.999498689431439
Myocardial infarction 	tenecteplase	0.545454545	0.00098224	0.86363636375	0.738575985415231
Rheumatoid arthritis 	tenoxicam	0	0.001349898	1	0.999498689431439
Benign prostatic hyperplasia 	terazosin	0.8	0.037878421	0.8	0.599220125721511
Asthma 	terbutaline	0	0.000408748	1	0.916996180685167
Osteogenesis imperfecta 	teriparatide	0	0.009462018	1	0.999498689431439
HIV-associated lipodystrophy 	tesamorelin	0	0.005392425	1	0.999498689431439
Breast cancer 	testolactone	0	0.027293082	1	0.916996180685167
Hormone deficiency 	testosterone	0	0.003674786	1	0.999498689431439
Osteoporosis 	testosterone	0	0.003674786	1	0.999498689431439
Male hormonal deficiency 	testosterone	0	0.003674786	1	0.999498689431439
Hypogonadism 	testosterone undecanoate	0	0.008031494	1	0.999498689431439
Multiple myeloma 	thalidomide	0.428571429	0.004564635	0.89285714275	0.997451470293365
Anaesthesia 	thiamylal	0.666666667	0.045840207	0.83333333325	0.993726881956618
Nausea 	thiethylperazine	0	1.97e-06	1	0.916996180685167
Anaesthesia 	thiopental	1	0.017829147	0.75	0.475573630947114
Schizophrenia 	thioridazine	0.333333333	6.69e-05	0.91666666675	0.827624363017613
Schizophrenia 	thiothixene	0	4.45e-05	1	0.916996180685167
Pain 	tiaprofenic acid	0	0.007507673	1	0.999498689431439
Stroke 	ticlopidine	0	0.004505991	1	0.999498689431439
High blood pressure 	timolol	0	0.002057416	1	0.916996180685167
Chronic obstructive pulmonary disease 	tiotropium	0.8	0.01821079	0.8	0.989632625584422
Acute coronary syndrome 	tirofiban	0.5	0.047813736	0.875	0.759915570510543
Spasm 	tizanidine	0.571428571	0.003521488	0.85714285725	0.995622925786853
Rheumatoid arthritis 	tocilizumab	0	0.002595716	1	0.916996180685167
Juvenile idiopathic arthritis 	tocilizumab	0	0.002595716	1	0.916996180685167
Vitamin E deficiency 	tocofersolan	0	0.006502383	1	0.916996180685167
Diabetic complication 	tolazamide	0	0.002897268	1	0.999498689431439
Pulmonary hypertension 	tolazoline	0.666666667	0.01323411	0.83333333325	0.993726881956618
Parkinson disease 	tolcapone	0	0.006133114	1	0.916996180685167
Rheumatoid arthritis 	tolmetin	0	0.001010394	1	0.999498689431439
Overactive bladder 	tolterodine	0.8	0.023296852	0.8	0.989632625584422
Pain 	tramadol	0.590909091	4.1e-06	0.85227272725	0.716048399149876
Melanoma 	trametinib	0	0.001091437	1	0.999498689431439
Hypertension 	trandolapril	0	0.026534379	1	0.916996180685167
Major depressive disorder 	tranylcypromine	0	0.000610578	1	0.999498689431439
Prostate cancer 	tranylcypromine	0	0.000610578	1	0.999498689431439
Open-angle glaucoma 	travoprost	0	0.016518772	1	0.999498689431439
Depression 	trazodone	0.285714286	0.000198501	0.9285714285	0.843951868427611
Pulmonary arterial hypertension 	treprostinil	0	1.83e-06	1	0.999498689431439
