Gene_A_Entrez ID	GeneB_Entrez_ID	data_source(s)
1	310	IntAct,PINA
1	368	IntAct,PINA
1	1026	IntAct,PINA
1	2886	IntAct,PINA
1	3958	InnateDB
1	4899	PINA
1	6606	IntAct,PINA
1	6622	IntAct,PINA
1	7083	IntAct,PINA
1	10321	HPRD,PINA
1	10549	IntAct,PINA
1	80854	IntAct,PINA
2	60	IntAct,PINA
2	250	IntAct
2	259	BioGRID,HPRD,PINA
2	292	IntAct
2	293	IntAct
2	309	HPRD
2	310	IntAct,PINA
2	347	IntAct
2	348	BioGRID,HPRD,IntAct,PINA
2	351	IntAct,PINA
2	354	HPRD,InnateDB,IntAct,PINA
2	412	IntAct
2	427	IntAct
2	476	PINA
2	498	IntAct
2	506	IntAct
2	523	IntAct
2	526	IntAct
2	566	IntAct
2	567	HPRD,PINA
2	827	IntAct
2	950	IntAct
2	998	IntAct,PINA
2	1022	IntAct,PINA
2	1026	IntAct,PINA
2	1080	PINA
2	1200	IntAct
2	1361	PINA
2	1508	HPRD
2	1510	HPRD
2	1511	IntAct
2	1558	IntAct,PINA
2	1562	IntAct,PINA
2	1583	IntAct
2	1588	IntAct
2	1650	IntAct
2	1743	IntAct
2	1990	HPRD,INstruct
2	1995	IntAct,PINA
2	2026	PINA
2	2193	IntAct,PINA
2	2597	IntAct
2	2629	IntAct
2	2639	IntAct,PINA
2	2669	IntAct,PINA
2	2720	IntAct
2	2885	IntAct,PINA
2	2990	IntAct
2	3014	IntAct,PINA
2	3163	IntAct,PINA
2	3309	HPRD,IntAct,PINA
2	3329	IntAct
2	3337	PINA
2	3437	IntAct,PINA
2	3553	HPRD,InnateDB,IntAct
2	3565	PINA
2	3586	HPRD,InnateDB,IntAct,PINA
2	3817	HPRD
2	3931	BioGRID,HPRD,PINA
2	3952	HPRD,PINA
2	3958	InnateDB
2	3964	InnateDB
2	4035	HPRD
2	4069	HPRD
2	4128	IntAct
2	4313	HPRD,InnateDB,IntAct,PINA
2	4353	IntAct
2	4653	HPRD,PINA
2	4803	HPRD,PINA
2	4846	IntAct,PINA
2	5047	BioGRID,HPRD,PINA
2	5154	HPRD
2	5155	HPRD
2	5309	InnateDB
2	5597	IntAct,PINA
2	5657	IntAct
2	5864	PINA
2	5886	IntAct,PINA
2	5908	IntAct,PINA
2	6009	IntAct,PINA
2	6462	HPRD,PINA
2	6468	PINA
2	6606	IntAct,PINA
2	7001	IntAct,PINA
2	7045	HPRD
2	7050	IntAct,PINA
2	7052	IntAct,PINA
2	7083	IntAct,PINA
2	7276	IntAct,PINA
2	7301	PINA
2	7353	IntAct,PINA
2	7372	IntAct,PINA
2	7416	IntAct
2	8626	PINA
2	8728	HPRD
2	8764	IntAct,PINA
2	8848	IntAct,PINA
2	9114	IntAct
2	9361	IntAct,PINA
2	9510	HPRD,PINA
2	10053	PINA
2	10263	IntAct,PINA
2	10376	PINA
2	10724	IntAct,PINA
2	10944	HPRD
2	11051	IntAct,PINA
2	11102	IntAct,PINA
2	11140	PINA
2	11173	IntAct,PINA
2	22976	IntAct,PINA
2	22983	IntAct,PINA
2	23154	IntAct,PINA
2	23176	IntAct,PINA
2	24138	IntAct,PINA
2	26085	PINA
2	26270	PINA
2	51013	IntAct,PINA
2	51295	IntAct,PINA
2	54850	PINA
2	55207	IntAct
2	55729	HPRD
2	56729	PINA
2	57559	PINA
2	64223	IntAct,PINA
2	81792	IntAct,PINA
2	84106	IntAct,PINA
2	93185	PINA
2	112398	PINA
2	115704	PINA
2	124912	IntAct,PINA
2	126003	IntAct,PINA
2	126074	PINA
2	140545	IntAct,PINA
2	204851	IntAct,PINA
2	548596	IntAct
2	728642	IntAct,PINA
9	7316	PINA
9	8260	HPRD
9	113000	PINA
9	120892	IntAct
10	324	IntAct
10	351	PINA
10	472	BioGRID,IntAct
10	999	IntAct
10	1029	IntAct
10	1031	IntAct
10	2064	IntAct
10	3161	IntAct
10	3480	IntAct
10	4683	IntAct
10	5888	BioGRID,IntAct
10	6790	IntAct
10	6794	IntAct
10	7490	IntAct
10	8260	HPRD
10	8493	IntAct
10	9530	IntAct
10	79728	IntAct
12	12	HPRD
12	125	IntAct,PINA
12	351	HPRD
12	354	HPRD,INstruct,InnateDB,IntAct,PINA
12	523	IntAct
12	525	PINA
12	1215	HPRD
12	1504	HPRD
12	1506	HPRD
12	1511	HPRD,INstruct
12	1990	HPRD,INstruct
12	1991	HPRD,INstruct,PINA
12	2064	HPRD
12	2153	HPRD
12	3211	HPRD
12	3817	HPRD,INstruct,PINA
12	4001	IntAct,PINA
12	4312	HPRD
12	4485	HPRD
12	4790	IntAct,PINA
12	5309	InnateDB
12	5422	HPRD
12	5684	PINA
12	6444	IntAct,PINA
12	9507	HPRD
12	9622	HPRD
12	10057	IntAct,PINA
12	10319	IntAct,PINA
12	11330	HPRD,INstruct
12	30834	IntAct,PINA
12	64215	BioGRID,HPRD,IntAct
14	1725	PINA
14	3297	PINA
14	5664	PINA
14	6293	HI-II-14_Net
14	6726	PINA
14	6915	BioGRID,PINA
14	7083	IntAct,PINA
14	7158	PINA
14	7316	PINA
14	8553	HI-II-14_Net
14	10226	PINA
14	10537	PINA
14	11345	IntAct,PINA
14	22976	PINA
14	27250	PINA
14	51497	IntAct
14	64127	InnateDB
14	64782	BioGRID,HI-II-14_Net
14	65265	IntAct,PINA
14	81631	IntAct,PINA
15	2147	HPRD
15	4188	HI-II-14_Net,IntAct
15	5566	HPRD
15	7534	BioGRID,HPRD,INstruct,IntAct
15	8553	HI-II-14_Net,IntAct
16	59	PINA
16	440	PINA
16	813	PINA
16	1017	PINA
16	1615	PINA
16	1933	HPRD
16	2113	PINA
16	2335	PINA
16	2617	PINA
16	3297	PINA
16	3320	PINA
16	3326	IntAct,MINT,PINA
16	3376	PINA
16	3676	PINA
16	4234	PINA
16	4677	PINA
16	5529	PINA
16	5859	PINA
16	6726	PINA
16	6777	PINA
16	7163	PINA
16	7165	PINA
16	7316	PINA
16	7317	PINA
16	7412	PINA
16	7453	PINA
16	7534	IntAct,PINA
16	9775	PINA
16	10040	PINA
16	10055	PINA
16	10056	PINA
16	10095	PINA
16	10537	PINA
16	27101	PINA
16	29904	PINA
16	51194	PINA
16	51520	PINA
16	51547	PINA
16	54878	PINA
16	54888	PINA
16	55611	IntAct
16	57037	PINA
16	60491	PINA
16	91039	PINA
18	18	HPRD
18	1398	IntAct,PINA
18	7915	HPRD
18	9531	PINA
19	316	HPRD,PINA
19	335	HPRD,InnateDB
19	998	InnateDB,IntAct,PINA
19	1387	PINA
19	1457	HPRD,KinomeNetworkX,PhosphositePlus
19	1459	PINA
19	1740	HPRD,IntAct,PINA
19	1741	HPRD,IntAct,PINA
19	1956	PhosphositePlus
19	3984	HPRD
19	4008	HPRD
19	4609	IntAct
19	5174	HPRD
19	5360	HPRD
19	5566	HPRD,KinomeNetworkX,PhosphositePlus
19	5987	HPRD
19	6390	HPRD,PINA
19	6640	HPRD,IntAct,PINA
19	6641	HPRD,IntAct
19	6645	BioGRID,HPRD,InnateDB,IntAct,MINT
19	7052	IntAct,PINA
19	7074	HPRD
19	7316	PINA
19	7360	HPRD,PINA
19	7376	InnateDB,IntAct
19	7402	IntAct
19	7508	PINA
19	8517	IntAct,PINA
19	8572	HPRD
19	8772	BioGRID,HPRD,PINA
19	8777	HPRD,IntAct,PINA
19	8825	HPRD
19	9146	PINA
19	9231	HPRD
19	9318	PINA
19	9699	HPRD
19	9826	HPRD,IntAct,PINA
19	10211	InnateDB,IntAct,PINA
19	10558	HPRD,PINA
19	10594	PINA
19	10987	PINA
19	23365	HPRD,IntAct,PINA
19	23673	InnateDB,IntAct,PINA
19	25814	PINA
19	26154	InnateDB,IntAct
19	27295	HPRD
19	50944	HPRD
19	51366	PINA
19	51678	HPRD
19	51735	HPRD
19	55327	HPRD
19	57120	HPRD
19	64130	HPRD,IntAct,PINA
19	84708	PINA
19	284723	HPRD
20	773	IntAct,PINA
20	1213	IntAct
20	3914	IntAct
20	4609	IntAct
20	5097	IntAct
20	5395	IntAct
20	7316	PINA
20	7533	IntAct
20	10981	IntAct
20	23131	IntAct
20	54949	IntAct
20	55069	IntAct
20	55755	HPRD,IntAct,PINA
20	79621	IntAct
21	821	IntAct
21	4899	PINA
21	7316	PINA
21	27074	IntAct,PINA
22	351	PINA
22	2235	BioGRID,HPRD,PINA
22	2307	IntAct
22	3396	PINA
22	4609	IntAct
22	4712	PINA
22	5105	PINA
22	7316	PINA
22	7384	PINA
22	10016	PINA
22	23787	PINA
22	51382	PINA
22	124995	PINA
23	351	BioGRID,PINA
23	752	PINA
23	988	IntAct
23	1457	KinomeNetworkX,PhosphositePlus
23	1653	PINA
23	1660	PINA
23	1781	PINA
23	2287	PINA
23	2335	PINA
23	2869	PINA
23	3068	IntAct,PINA
23	3181	PINA
23	3192	PINA
23	3608	PINA
23	3692	HPRD,PINA
23	3725	IntAct
23	4133	PINA
23	4361	PINA
23	4670	PINA
23	4836	PINA
23	4899	PINA
23	5564	IntAct,PINA
23	5705	PINA
23	5706	PINA
23	5713	PINA
23	5714	PINA
23	5719	PINA
23	5725	PINA
23	5984	PINA
23	6045	InnateDB,PINA
23	6157	PINA
23	6613	PINA
23	6732	IntAct,PINA
23	7316	PINA
23	8453	PINA
23	8726	InnateDB,IntAct,PINA
23	8891	PINA
23	8892	PINA
23	9694	IntAct
23	10528	IntAct
23	10643	PINA
23	10949	PINA
23	10987	PINA
23	22938	IntAct
23	23019	IntAct
23	23421	IntAct,PINA
23	23644	PINA
23	27292	PINA
23	51547	PINA
23	51637	PINA
23	54984	IntAct,PINA
23	55611	IntAct
23	55646	IntAct,PINA
23	55781	PINA
23	64210	PINA
23	79718	PINA
23	81789	IntAct
23	285527	PINA
24	1258	HPRD,PINA
25	25	BioGRID,HPRD,PhosphositePlus
25	27	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus
25	29	INstruct,IntAct,PINA
25	58	HPRD
25	142	PINA
25	160	PINA
25	163	PINA
25	197	IntAct,PINA
25	274	HPRD
25	301	KinomeNetworkX,PhosphositePlus
25	322	HPRD
25	326	IntAct,PINA
25	351	HPRD,IntAct,PINA
25	367	IntAct,PINA
25	472	BioGRID,HPRD,IntAct,SignaLink2.0
25	545	BioGRID,KinomeNetworkX,PhosphositePlus
25	573	BioGRID,PINA
25	598	InnateDB,IntAct,MINT,PINA
25	610	IntAct,PINA
25	613	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	656	IntAct,PINA
25	672	BioGRID,HPRD,IntAct
25	675	IntAct,PINA
25	695	HPRD,INstruct,InnateDB,KinomeNetworkX,PhosphositePlus
25	718	HPRD
25	729	IntAct,PINA
25	831	IntAct,PINA
25	842	BioGRID,HPRD,KinomeNetworkX,PhosphositePlus
25	847	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	857	HPRD,KinomeNetworkX,PhosphositePlus
25	867	BioGRID,HPRD,IntAct,PINA,SignaLink2.0
25	868	PINA
25	887	IntAct,PINA
25	930	HPRD,KinomeNetworkX,PhosphositePlus
25	983	HPRD
25	987	IntAct,PINA
25	996	IntAct,PINA
25	1020	HPRD
25	1027	HPRD,KinomeNetworkX,PINA,PhosphositePlus
25	1051	KinomeNetworkX,PhosphositePlus
25	1058	IntAct,PINA
25	1173	PINA
25	1195	KinomeNetworkX,PhosphositePlus
25	1271	INstruct,IntAct,PINA
25	1326	KinomeNetworkX,PhosphositePlus
25	1385	HPRD,PINA
25	1398	BioGRID,HPRD,INstruct,IntAct,KinomeNetworkX,PINA,PhosphositePlus
25	1399	BioGRID,HPRD,INstruct,InnateDB,IntAct,KinomeNetworkX,MINT,PINA,PhosphositePlus,SignaLink2.0
25	1499	InnateDB,IntAct,KinomeNetworkX,MINT,PINA,PhosphositePlus
25	1501	HPRD
25	1642	HPRD,PINA
25	1643	HPRD
25	1655	IntAct,KinomeNetworkX,PhosphositePlus
25	1748	IntAct,PINA
25	1759	INstruct,IntAct,PINA
25	1775	IntAct,PINA
25	1785	INstruct,IntAct,PINA
25	1795	INstruct,IntAct,PINA
25	1796	BioGRID,HPRD,PINA
25	1937	IntAct
25	1946	IntAct,PINA
25	1951	IntAct,PINA
25	1956	BioGRID,INstruct,InnateDB,IntAct,KinomeNetworkX,PINA,PhosphositePlus
25	2010	KinomeNetworkX,PhosphositePlus
25	2017	KinomeNetworkX,PhosphositePlus
25	2033	HPRD,IntAct,PINA
25	2042	PINA
25	2048	BioGRID,HPRD,PINA,SignaLink2.0
25	2060	IntAct
25	2064	INstruct,IntAct,PINA
25	2065	INstruct,IntAct,PINA
25	2066	INstruct,IntAct,PINA
25	2074	KinomeNetworkX,PhosphositePlus
25	2099	KinomeNetworkX,PhosphositePlus
25	2100	PhosphositePlus
25	2130	IntAct
25	2151	IntAct,PINA
25	2295	IntAct,PINA
25	2316	INstruct,IntAct,PINA
25	2318	INstruct,IntAct,PINA
25	2475	InnateDB,PINA,SignaLink2.0
25	2521	IntAct
25	2533	INstruct,IntAct,PINA
25	2534	INstruct,IntAct,KinomeNetworkX,PINA,PhosphositePlus
25	2547	BioGRID,HPRD,IntAct,PINA
25	2550	IntAct,PINA
25	2571	IntAct,PINA
25	2799	IntAct,PINA
25	2810	HPRD,IntAct,PINA
25	2876	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus
25	2885	BioGRID,HPRD,INstruct,InnateDB,IntAct,PINA
25	2887	PINA,SignaLink2.0
25	2889	BioGRID,InnateDB,IntAct,KinomeNetworkX,MINT,PhosphositePlus
25	2906	HPRD
25	2954	IntAct,PINA
25	2971	IntAct,PINA
25	3055	HPRD,INstruct,IntAct,KinomeNetworkX,PhosphositePlus
25	3066	PhosphositePlus
25	3073	IntAct,PINA
25	3224	IntAct,PINA
25	3265	PhosphositePlus
25	3308	BioGRID,PINA
25	3312	BioGRID,PINA
25	3320	BioGRID,PINA
25	3326	IntAct,PINA
25	3329	PINA
25	3336	IntAct
25	3609	IntAct
25	3636	BioGRID,HPRD,PINA
25	3689	InnateDB,IntAct,MINT,PINA
25	3716	HPRD,PINA
25	3717	HPRD,INstruct
25	3725	BioGRID,HPRD,InnateDB,KinomeNetworkX,PhosphositePlus
25	3726	PhosphositePlus
25	3815	HPRD,IntAct,PINA
25	3927	KinomeNetworkX,PhosphositePlus
25	3958	KinomeNetworkX,PhosphositePlus
25	3980	IntAct,PINA
25	4007	INstruct,IntAct,PINA
25	4036	IntAct,PINA
25	4053	IntAct,PINA
25	4067	KinomeNetworkX,PhosphositePlus
25	4137	BioGRID,HPRD,PINA
25	4193	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	4194	KinomeNetworkX,PINA,PhosphositePlus
25	4233	KinomeNetworkX,PhosphositePlus
25	4253	IntAct,PINA
25	4288	IntAct,PINA
25	4438	IntAct
25	4439	BioGRID,InnateDB,IntAct,MINT
25	4582	BioGRID,HPRD,InnateDB,IntAct,MINT
25	4609	PhosphositePlus
25	4638	KinomeNetworkX,PhosphositePlus
25	4670	IntAct
25	4690	BioGRID,HPRD,INstruct,IntAct,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	4733	IntAct
25	4734	BioGRID,PINA
25	4739	BioGRID,HPRD,INstruct,PINA,SignaLink2.0
25	4792	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	4854	INstruct,IntAct,PINA
25	4914	BioGRID,HPRD,INstruct,PINA,SignaLink2.0
25	4926	PhosphositePlus
25	4969	IntAct,PINA
25	4998	IntAct,PINA
25	5027	IntAct,PINA
25	5052	IntAct,PINA
25	5062	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	5071	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	5077	IntAct,PINA
25	5111	PINA
25	5144	PINA
25	5159	KinomeNetworkX,PhosphositePlus
25	5163	KinomeNetworkX,PhosphositePlus
25	5203	PINA
25	5295	BioGRID,HPRD,INstruct,IntAct
25	5296	BioGRID,PINA
25	5310	IntAct,PINA
25	5335	HPRD,INstruct,IntAct,PINA,PhosphositePlus
25	5359	HPRD,KinomeNetworkX,PhosphositePlus
25	5424	IntAct,PINA
25	5430	HPRD
25	5530	IntAct,PINA
25	5580	InnateDB,IntAct,MINT,PINA
25	5587	HPRD,KinomeNetworkX,PhosphositePlus
25	5591	HPRD,PINA
25	5685	PINA
25	5688	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	5710	PINA
25	5770	IntAct,PINA
25	5775	INstruct,IntAct,PINA
25	5777	HPRD,INstruct,PINA
25	5782	HPRD,INstruct
25	5829	HPRD
25	5883	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	5888	BioGRID,HPRD,IntAct,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	5893	HPRD,KinomeNetworkX,PhosphositePlus
25	5901	HPRD,PINA
25	5921	HPRD,PINA
25	5925	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus,SignaLink2.0
25	5989	BioGRID,HPRD,PINA,SignaLink2.0
25	6091	HPRD,KinomeNetworkX,PhosphositePlus
25	6098	HPRD
25	6176	IntAct
25	6227	IntAct
25	6452	HPRD
25	6461	BioGRID,IntAct,MINT,PINA
25	6464	BioGRID,PINA
25	6549	HPRD,PINA
25	6581	IntAct,PINA
25	6654	PINA
25	6655	HPRD,INstruct,IntAct
25	6667	IntAct,PINA
25	6700	IntAct,PINA
25	6708	BioGRID,PINA
25	6709	BioGRID,PINA
25	6714	HPRD,INstruct,InnateDB,IntAct,MINT,PINA,PhosphositePlus
25	6733	IntAct,PINA
25	6764	HPRD,IntAct,PINA
25	6788	KinomeNetworkX,PhosphositePlus
25	6789	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	6792	INstruct,IntAct,PINA
25	7013	PINA
25	7015	HPRD
25	7080	IntAct,PINA
25	7112	IntAct,PINA
25	7150	InnateDB,IntAct,KinomeNetworkX,MINT,PINA,PhosphositePlus
25	7157	HPRD,INstruct,InnateDB,PINA
25	7161	BioGRID,HPRD,INstruct,InnateDB,IntAct,KinomeNetworkX,MINT,PINA,PhosphositePlus,SignaLink2.0
25	7189	HPRD
25	7272	KinomeNetworkX,PhosphositePlus
25	7275	HPRD,PINA
25	7316	BioGRID,PINA
25	7409	BioGRID,InnateDB,IntAct,MINT,PhosphositePlus,SignaLink2.0
25	7441	IntAct,PINA
25	7454	KinomeNetworkX,PhosphositePlus
25	7529	BioGRID,HPRD,IntAct,PINA
25	7531	BioGRID,HPRD,IntAct,PINA
25	7532	BioGRID,HPRD,IntAct,PINA
25	7533	BioGRID,HPRD,IntAct,PINA
25	7534	BioGRID,HPRD,IntAct,PINA
25	7535	HPRD,KinomeNetworkX,PINA,PhosphositePlus
25	7536	IntAct
25	7874	BioGRID,PINA
25	8202	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
25	8470	BioGRID,HPRD,INstruct,PINA,SignaLink2.0
25	8482	IntAct,PINA
25	8506	IntAct,PINA
25	8529	IntAct,PINA
25	8601	IntAct,PINA
25	8626	KinomeNetworkX,PhosphositePlus
25	8646	IntAct,PINA
25	8651	PINA
25	8724	IntAct,PINA
25	8751	HPRD,IntAct,PINA
25	8871	IntAct,PINA
25	8933	PINA
25	8936	BioGRID,HPRD,IntAct,PINA
25	8976	HPRD
25	9021	PINA
25	9046	HPRD,PINA
25	9051	BioGRID,HPRD,PINA,SignaLink2.0
25	9054	IntAct,PINA
25	9187	IntAct,PINA
25	9228	IntAct,PINA
25	9229	IntAct,PINA
25	9282	IntAct,PINA
25	9472	IntAct,PINA
25	9564	BioGRID,HPRD,PINA
25	9569	IntAct,PINA
25	9610	HPRD,IntAct,MINT
25	9744	INstruct,IntAct,PINA
25	9757	IntAct
25	9784	IntAct,PINA
25	9793	IntAct,PINA
25	9820	IntAct,PINA
25	9826	INstruct,IntAct,PINA
25	9908	IntAct,PINA
25	9991	IntAct
25	10006	BioGRID,HPRD,INstruct,InnateDB,IntAct,KinomeNetworkX,MINT,PINA,PhosphositePlus,SignaLink2.0
25	10021	IntAct,PINA
25	10075	PINA
25	10152	BioGRID,HPRD,INstruct,InnateDB,IntAct,MINT,PINA
25	10163	HPRD
25	10174	HPRD,PINA
25	10236	IntAct,PINA
25	10262	IntAct,PINA
25	10273	PINA
25	10278	INstruct,IntAct,PINA
25	10399	KinomeNetworkX,PhosphositePlus
25	10413	BioGRID,HPRD,KinomeNetworkX,PhosphositePlus
25	10524	PhosphositePlus
25	10557	IntAct,PINA
25	10558	PhosphositePlus
25	10580	BioGRID,HPRD,IntAct,PINA
25	10598	PhosphositePlus
25	10618	IntAct,PINA
25	10725	KinomeNetworkX,PhosphositePlus
25	10728	PINA
25	10750	SignaLink2.0
25	10923	IntAct
25	10970	IntAct
25	10971	BioGRID,HPRD,IntAct,PINA
25	11073	BioGRID,PINA
25	11116	PINA
25	11176	IntAct,PINA
25	11183	HPRD
25	11184	HPRD,INstruct,IntAct
25	11248	IntAct,PINA
25	11250	IntAct,PINA
25	11315	IntAct,PINA
25	22839	IntAct,PINA
25	22999	INstruct,IntAct,PINA
25	23002	PINA
25	23114	INstruct,IntAct,PINA
25	23136	INstruct,IntAct,PINA
25	23230	IntAct,PINA
25	23327	PINA
25	23385	HPRD
25	23429	BioGRID,PINA,SignaLink2.0
25	23607	INstruct,IntAct,PINA
25	23616	IntAct,PINA
25	25920	IntAct
25	26052	INstruct,IntAct,PINA
25	26469	HPRD,INstruct
25	26524	BioGRID,PhosphositePlus
25	26960	IntAct,PINA
25	27120	IntAct,PINA
25	27154	IntAct,PINA
25	28996	PhosphositePlus
25	29886	IntAct,PINA
25	29934	IntAct,PINA
25	30009	PhosphositePlus
25	30011	PINA
25	50807	INstruct,IntAct,PINA
25	50937	InnateDB,IntAct,MINT,PINA
25	51428	IntAct,PINA
25	51466	HPRD,PINA
25	51517	INstruct,IntAct,PINA
25	55014	PhosphositePlus
25	55114	HPRD,PINA
25	55321	IntAct,PINA
25	55379	IntAct
25	55589	PINA
25	55740	HPRD
25	55824	BioGRID,HPRD,PINA
25	56141	IntAct,PINA
25	56658	IntAct,PINA
25	56897	PINA
25	56955	IntAct,PINA
25	56961	BioGRID,HPRD,PINA
25	56995	INstruct,IntAct,PINA
25	57142	IntAct,PINA
25	57190	IntAct,PINA
25	57396	KinomeNetworkX,PhosphositePlus
25	57506	BioGRID,IntAct,MINT
25	57716	IntAct,PINA
25	58512	IntAct,PINA
25	60385	IntAct,PINA
25	64111	IntAct,PINA
25	64714	IntAct,PINA
25	64780	PINA
25	64857	PhosphositePlus
25	65268	INstruct,IntAct,PINA
25	79577	PhosphositePlus
25	79705	IntAct,PINA
25	79723	IntAct,PINA
25	79890	IntAct,PINA
25	79930	HPRD
25	80725	PhosphositePlus
25	80831	IntAct,PINA
25	80852	IntAct,PINA
25	81857	IntAct,PINA
25	81928	HPRD,PINA
25	83541	IntAct,PINA
25	83660	InnateDB,IntAct,MINT,PINA
25	83939	IntAct
25	84287	BioGRID,HPRD,PINA
25	84959	BioGRID,PINA
25	85021	PINA
25	85358	IntAct,PINA
25	85439	PINA
25	90990	IntAct,PINA
25	91179	IntAct,PINA
25	91746	HPRD,PINA,SignaLink2.0
25	91768	HPRD
25	92591	INstruct,IntAct,PINA
25	114784	IntAct,PINA
25	114879	INstruct,IntAct,PINA
25	118788	KinomeNetworkX,PhosphositePlus
25	120892	IntAct
25	126669	HPRD,PINA
25	127933	INstruct,IntAct,PINA
25	128853	IntAct,PINA
25	139716	PINA
25	170825	IntAct,PINA
25	284086	INstruct,IntAct,PINA
25	344148	IntAct,PINA
27	27	BioGRID,PINA,PhosphositePlus
27	367	IntAct,PINA
27	613	HPRD
27	847	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus
27	867	KinomeNetworkX
27	1051	KinomeNetworkX,PhosphositePlus
27	1398	BioGRID,HPRD,INstruct,IntAct,KinomeNetworkX,PhosphositePlus
27	1956	BioGRID,INstruct,InnateDB,IntAct,PINA
27	2017	IntAct,PINA
27	2048	HPRD,PINA
27	2064	INstruct,IntAct,PINA
27	2065	INstruct,IntAct
27	2066	INstruct,IntAct,PINA
27	2534	INstruct,IntAct,PINA
27	2876	BioGRID,HPRD,KinomeNetworkX,PINA,PhosphositePlus
27	2885	INstruct,IntAct,PINA
27	3055	HPRD,IntAct,PINA
27	3141	KinomeNetworkX
27	3265	IntAct,MINT,PINA,PhosphositePlus
27	3688	PhosphositePlus
27	3716	PINA
27	3815	IntAct,PINA
27	3958	KinomeNetworkX,PhosphositePlus
27	4137	KinomeNetworkX,PhosphositePlus
27	4233	IntAct,PINA
27	4294	INstruct,IntAct,PINA
27	4690	INstruct,InnateDB,IntAct,PINA
27	4734	PINA
27	5159	KinomeNetworkX,PhosphositePlus
27	5175	IntAct
27	5295	INstruct,IntAct,PINA
27	5335	INstruct,InnateDB,IntAct
27	5688	BioGRID,KinomeNetworkX,PINA,PhosphositePlus
27	6714	INstruct,IntAct,PINA
27	7164	IntAct,PINA
27	7536	IntAct
27	8470	BioGRID,HPRD,PINA,SignaLink2.0
27	8832	IntAct
27	9610	HPRD,IntAct,MINT,PINA
27	10006	IntAct,PINA
27	10572	HPRD,KinomeNetworkX,PhosphositePlus
27	11140	BioGRID,IntAct
27	11339	IntAct,PINA
27	23327	PINA
27	26469	IntAct
27	51564	PINA
27	57091	IntAct
27	80306	IntAct,PINA
27	81545	IntAct,PINA
27	120892	IntAct
28	57520	PINA
28	65983	HI-II-14_Net
28	84283	HI-II-14_Net
29	148	HPRD,IntAct,PINA
29	351	PINA
29	1894	PINA
29	7316	PINA
29	84708	PINA
30	3295	PINA
30	4695	PINA
30	4701	PINA
30	5479	PINA
30	6223	PINA
30	6342	PINA
30	7316	PINA
30	7419	PINA
30	8520	PINA
30	10262	PINA
30	25921	PINA
30	51061	IntAct,PINA
30	51119	PINA
30	57794	PINA
30	58477	PINA
30	84324	PINA
30	116540	PINA
30	126003	PINA
31	31	PINA
31	156	IntAct,PINA
31	408	IntAct,PINA
31	648	PINA
31	672	BioGRID,HPRD,IntAct,PINA
31	768	PINA
31	867	PINA
31	1017	PINA
31	1019	PINA
31	1020	PINA
31	1025	PINA
31	1114	HPRD,IntAct,PINA
31	1173	PINA
31	1315	PINA
31	1445	PINA
31	1452	IntAct,PINA
31	1454	IntAct,PINA
31	1457	HPRD
31	1459	HPRD,PINA
31	2036	PINA
31	2335	PINA
31	2932	PINA
31	3065	PINA
31	3434	IntAct,PINA
31	3611	IntAct,PINA
31	3636	PINA
31	3799	PINA
31	4163	IntAct,PINA
31	4298	PINA
31	4300	PINA
31	4609	IntAct,PINA
31	4790	IntAct
31	4869	PINA
31	5261	IntAct,PINA
31	5296	PINA
31	5562	BioGRID,HPRD,IntAct,KinomeNetworkX,PhosphositePlus
31	5563	HPRD,KinomeNetworkX,PhosphositePlus
31	5566	KinomeNetworkX,PINA
31	5567	PINA
31	5580	PINA
31	5610	PINA
31	5695	PINA
31	6045	PINA
31	6195	IntAct,PINA
31	6310	HPRD,IntAct,PINA
31	6464	PINA
31	6788	IntAct,PINA
31	6789	IntAct,PINA
31	7203	PINA
31	7316	PINA
31	7334	PINA
31	7415	PINA
31	8518	PINA
31	9391	IntAct,PINA
31	9943	PINA
31	10494	IntAct,PINA
31	10762	PINA
31	11337	IntAct
31	23411	BioGRID,IntAct,PINA
31	23512	PINA
31	26270	PINA
31	29904	IntAct,PINA
31	51547	PINA
31	54821	PINA
31	55671	PINA
31	55781	IntAct,PINA
31	55827	PINA
31	55872	PINA
31	57016	BioGRID,IntAct,PINA
31	84959	PINA
31	112858	PINA
32	156	PINA
32	919	IntAct
