Gene_A_Entrez ID	GeneB_Entrez_ID	data_source(s)
5525	6418	IntAct,PINA
5525	6464	HPRD
5525	7316	PINA
5525	7439	HPRD
5525	8312	BioGRID,IntAct,PINA
5525	8626	HPRD
5525	8844	IntAct
5525	9181	IntAct
5525	11200	BioGRID,HPRD,IntAct,PINA
5525	22873	IntAct,PINA
5525	23468	IntAct,PINA
5525	26354	HPRD,IntAct,PINA
5525	151246	IntAct,PINA
5525	151648	HPRD,IntAct,PINA
5526	5594	PINA
5526	8312	HPRD
5526	8844	IntAct
5526	8870	BioGRID,HPRD,InnateDB,IntAct,MINT
5526	9181	IntAct
5526	11200	HPRD,IntAct,PINA
5526	22873	IntAct,PINA
5526	151648	HPRD
5527	5562	KinomeNetworkX,PhosphositePlus
5527	5580	HPRD
5527	5594	IntAct,PINA
5527	5829	HPRD
5527	5894	PINA
5527	6657	PINA
5527	7157	InnateDB,IntAct,MINT
5527	7316	PINA
5527	7360	PINA
5527	8312	HPRD
5527	8870	HPRD,IntAct
5527	10087	PINA
5527	10537	PINA
5527	11124	PINA
5527	11200	BioGRID,HPRD,PINA
5527	11252	PINA
5527	22873	IntAct,PINA
5527	22976	PINA
5527	23075	PINA
5527	23210	PINA
5527	84262	PINA
5527	151648	HPRD
5527	729873	PINA
5528	5531	BioGRID,HPRD,IntAct,PINA
5528	5566	KinomeNetworkX,PhosphositePlus
5528	5585	KinomeNetworkX
5528	5905	PINA
5528	6097	IntAct,PINA
5528	6118	PINA
5528	6196	KinomeNetworkX
5528	6613	PINA
5528	6657	PINA
5528	7001	PINA
5528	7048	KinomeNetworkX
5528	7165	PINA
5528	7316	PINA
5528	7529	IntAct,PINA
5528	8500	BioGRID,HPRD,InnateDB,IntAct,PINA
5528	8553	IntAct,PINA
5528	9252	KinomeNetworkX
5528	9421	HPRD,PINA
5528	9464	BioGRID,HPRD,PINA
5528	10095	PINA
5528	10109	PINA
5528	11200	BioGRID,HPRD,IntAct,PINA
5528	22873	IntAct,PINA
5528	25831	PINA
5528	51100	PINA
5528	57120	PINA
5528	60491	PINA
5528	65125	KinomeNetworkX
5528	83878	HI-II-14_Net,IntAct
5528	123722	HI-II-14_Net,IntAct
5528	139728	KinomeNetworkX
5528	151246	IntAct,PINA
5528	151648	HPRD,IntAct
5528	729440	IntAct
5529	5529	IntAct
5529	6097	IntAct,PINA
5529	7165	PINA
5529	7316	PINA
5529	8553	IntAct,PINA
5529	8844	IntAct
5529	9181	IntAct
5529	9493	IntAct
5529	10055	PINA
5529	11200	BioGRID,HPRD,IntAct,PINA
5529	22873	IntAct,MINT,PINA
5529	23348	IntAct,PINA
5529	23390	BioGRID,IntAct,PINA
5529	23468	IntAct,PINA
5529	25939	IntAct
5529	29127	HPRD,IntAct,PINA
5529	54386	PINA
5529	64127	BioGRID,IntAct,PINA
5529	80823	HPRD
5529	93587	PINA
5529	151246	IntAct
5529	151648	HPRD
5530	5530	HPRD
5530	5534	BioGRID,HI-II-14_Net,HPRD,INstruct,IntAct
5530	5590	HPRD
5530	5687	BioGRID,PINA
5530	5728	PINA
5530	6257	PINA
5530	6647	HPRD
5530	7187	PINA
5530	7247	PINA
5530	7316	PINA
5530	7411	PINA
5530	8867	HPRD
5530	9097	IntAct,PINA
5530	9495	BioGRID,HPRD,PINA
5530	10130	PINA
5530	10231	BioGRID,HPRD,PINA
5530	23035	PINA
5530	23523	HPRD,PINA
5530	23534	PINA
5530	23770	HPRD,INstruct,InnateDB
5530	27430	PINA
5530	30818	PINA
5530	51778	HPRD,PINA
5530	57510	PINA
5530	58529	PINA
5530	64175	PINA
5530	84245	PINA
5530	91977	HPRD
5530	200186	HPRD
5530	404550	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
5531	5537	IntAct,PINA
5531	5966	BioGRID,HPRD,PINA
5531	5970	HPRD,PINA
5531	6606	PINA
5531	6950	BioGRID,IntAct,PINA
5531	7083	IntAct,PINA
5531	7099	PINA
5531	7114	HPRD
5531	7157	PINA
5531	7189	BioGRID,HPRD
5531	7203	BioGRID,IntAct,PINA
5531	7278	PINA
5531	7316	PINA
5531	7917	BioGRID,IntAct,PINA
5531	8030	BioGRID,HPRD,IntAct
5531	8318	IntAct,PINA
5531	8452	PINA
5531	8471	SignaLink2.0
5531	8517	BioGRID
5531	8841	BioGRID,HPRD,InnateDB
5531	8985	PINA
5531	9641	IntAct,PINA
5531	9656	PINA
5531	9785	HPRD,IntAct,PINA
5531	9989	BioGRID,HPRD,INstruct,IntAct,PINA
5531	10155	BioGRID,PINA
5531	10574	BioGRID,IntAct,PINA
5531	10575	BioGRID,IntAct,PINA
5531	10576	BioGRID,IntAct,PINA
5531	10694	BioGRID,IntAct,PINA
5531	11184	BioGRID,PINA
5531	22948	BioGRID,IntAct,PINA
5531	23524	PINA
5531	26015	IntAct,PINA
5531	50628	PINA
5531	51400	PINA
5531	51806	IntAct,PINA
5531	55210	PINA
5531	55671	BioGRID,PINA
5531	55832	PINA
5531	55844	IntAct,PINA
5531	57223	BioGRID,HPRD,PINA
5531	57718	BioGRID,HPRD,IntAct,PINA
5531	81627	PINA
5531	83447	PINA
5531	83858	PINA
5531	124997	PINA
5531	151987	BioGRID,HPRD,IntAct,PINA
5531	202500	IntAct
5531	261726	BioGRID,InnateDB,IntAct
5531	389396	IntAct,PINA
5531	100287898	IntAct,PINA
5532	5888	IntAct
5532	6430	PINA
5532	6543	HPRD
5532	6546	HPRD
5532	6547	HPRD
5532	7316	PINA
5532	8912	InnateDB,IntAct,PINA
5532	9021	HPRD
5532	9377	IntAct
5532	10533	PINA
5532	11345	IntAct
5532	23368	IntAct
5532	23523	HPRD
5532	51028	PINA
5532	51319	IntAct
5532	51778	HPRD
5532	55759	PINA
5532	84313	PINA
5532	84844	IntAct
5532	84991	IntAct
5532	91977	HPRD
5532	116143	PINA
5533	6383	IntAct,PINA
5533	7046	HPRD
5533	7316	PINA
5533	10456	IntAct,PINA
5533	23523	HPRD
5533	80271	IntAct,PINA
5533	80764	IntAct,PINA
5534	5688	BioGRID,PINA
5534	7187	PINA
5534	7316	PINA
5534	9097	IntAct
5534	9478	PINA
5534	9657	IntAct,PINA
5534	51475	HPRD,PINA
5534	56344	PINA
5535	5782	IntAct
5535	5795	IntAct
5535	6790	IntAct
5535	7024	HI-II-14_Net,IntAct
5535	10395	IntAct
5535	27030	IntAct
5535	55294	IntAct
5535	374403	HPRD
5536	5536	HPRD,IntAct
5536	5910	PINA
5536	6198	IntAct
5536	6885	IntAct,PINA
5536	7284	PINA
5536	7316	PINA
5536	7414	PINA
5536	7514	PINA
5536	8471	BioGRID,IntAct
5536	8880	PINA
5536	8881	HPRD
5536	8904	HPRD
5536	9061	PINA
5536	9706	IntAct
5536	10061	IntAct
5536	10575	IntAct,MINT,PINA
5536	10598	BioGRID,IntAct
5536	10672	HPRD,PINA
5536	10728	BioGRID,IntAct,PINA
5536	10963	BioGRID,IntAct,MINT,PINA
5536	11140	BioGRID,IntAct,MINT,PINA
5536	22894	PINA
5536	23239	IntAct,PINA
5536	23552	PINA
5536	23646	PINA
5536	25862	IntAct,PINA
5536	25864	PINA
5536	26100	IntAct
5536	26973	BioGRID,HPRD,IntAct,PINA
5536	27185	IntAct,PINA
5536	28960	PINA
5536	28969	PINA
5536	55664	BioGRID,IntAct
5536	64785	PINA
5536	84254	KinomeNetworkX
5536	93100	PINA
5536	131034	HPRD
5536	221184	HPRD
5537	5591	BioGRID,IntAct,PINA
5537	6045	InnateDB,PINA
5537	6790	PINA
5537	6885	BioGRID,InnateDB,IntAct,MINT
5537	7046	HPRD
5537	7316	PINA
5537	7415	PINA
5537	7874	PINA
5537	9181	IntAct,PINA
5537	9701	BioGRID,InnateDB,IntAct,MINT,PINA
5537	22870	BioGRID,InnateDB,IntAct,MINT,PINA
5537	23031	IntAct
5537	23118	PINA
5537	23243	BioGRID,IntAct,PINA
5537	26270	PINA
5537	29110	PINA
5537	51593	PINA
5537	55233	BioGRID,IntAct,PINA
5537	55291	BioGRID,InnateDB,IntAct,PINA
5537	55367	PINA
5537	80817	IntAct
5537	84617	IntAct,PINA
5537	84984	IntAct
5537	91526	BioGRID,IntAct,PINA
5537	92597	BioGRID,IntAct,PINA
5537	261726	BioGRID,InnateDB,IntAct,PINA
5537	283373	BioGRID,IntAct,PINA
5538	6448	PINA
5538	6949	PINA
5538	7316	PINA
5538	7415	BioGRID
5538	7515	PINA
5538	9351	PINA
5538	25836	PINA
5538	26270	PINA
5538	55183	PINA
5538	56954	PINA
5538	252839	PINA
5542	29979	HI-II-14_Net
5546	6272	IntAct
5546	6647	IntAct
5546	7534	IntAct
5546	7804	IntAct
5546	8175	InnateDB,IntAct,MINT,PINA
5546	8241	IntAct,PINA
5546	10459	BioGRID,HPRD,PINA
5546	11040	IntAct
5546	23528	IntAct
5546	23759	IntAct,PINA
5546	27339	IntAct,PINA
5546	55677	IntAct
5546	57819	IntAct,PINA
5546	79035	PINA
5546	114034	IntAct,PINA
5547	7316	PINA
5547	7421	IntAct,PINA
5547	8428	PINA
5547	9283	IntAct,PINA
5547	9601	PINA
5547	10383	PINA
5547	11212	PINA
5547	23154	PINA
5547	26270	BioGRID,PINA
5547	51015	PINA
5547	55239	PINA
5547	64710	PINA
5549	22795	PINA
5550	5564	IntAct,PINA
5550	6863	HPRD
5550	6897	PINA
5550	7189	IntAct,PINA
5550	7316	PINA
5550	10537	PINA
5550	51430	IntAct
5550	51547	PINA
5551	5551	InnateDB,IntAct
5551	5552	IntAct,PINA
5551	26270	PINA
5551	57062	HPRD,IntAct,PINA
5551	57159	BioGRID,PINA
5552	5552	PINA
5552	6348	HPRD
5552	6449	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
5552	7917	PINA
5552	23352	IntAct,PINA
5552	29979	HI-II-14_Net,IntAct
5552	56893	HPRD,IntAct,PINA
5552	79174	IntAct,PINA
5552	80321	IntAct,PINA
5552	84722	IntAct,PINA
5552	196441	IntAct
5553	5590	HPRD
5553	7316	PINA
5553	84060	IntAct,PINA
5554	5871	KinomeNetworkX,PhosphositePlus
5555	5871	KinomeNetworkX
5557	5558	PINA
5557	6117	PINA
5557	6118	BioGRID,PINA
5557	6119	PINA
5557	7157	HPRD
5557	7316	PINA
5557	7520	PINA
5557	8480	BioGRID,PINA
5557	9656	PINA
5557	10980	PINA
5557	23649	IntAct,PINA
5557	64210	PINA
5557	64978	HPRD,IntAct,PINA
5558	6117	IntAct,PINA
5558	6613	PINA
5558	6839	IntAct,PINA
5558	7316	PINA
5558	7534	IntAct,PINA
5558	7917	IntAct
5558	8480	BioGRID,PINA
5558	23028	IntAct,PINA
5558	23649	IntAct,PINA
5558	64210	BioGRID,PINA
5562	5562	IntAct,PhosphositePlus
5562	5563	IntAct
5562	5564	BioGRID,HPRD,InnateDB,IntAct,KinomeNetworkX,MINT,PhosphositePlus
5562	5565	BioGRID,HI-II-14_Net,HPRD,IntAct
5562	5566	KinomeNetworkX
5562	5571	BioGRID,HI-II-14_Net,HPRD,IntAct
5562	5599	KinomeNetworkX
5562	5888	KinomeNetworkX
5562	5894	HPRD
5562	5987	HI-II-14_Net,IntAct
5562	6293	HI-II-14_Net,IntAct
5562	6300	KinomeNetworkX
5562	6557	KinomeNetworkX,PhosphositePlus
5562	6720	PhosphositePlus
5562	6733	IntAct
5562	6794	BioGRID,IntAct,KinomeNetworkX,PhosphositePlus
5562	6850	PhosphositePlus
5562	7137	KinomeNetworkX,PhosphositePlus
5562	7157	KinomeNetworkX,PhosphositePlus
5562	7161	PhosphositePlus
5562	7205	HI-II-14_Net,IntAct
5562	7249	BioGRID
5562	7408	KinomeNetworkX,PhosphositePlus
5562	7812	KinomeNetworkX
5562	7957	PhosphositePlus
5562	8408	IntAct,KinomeNetworkX,PhosphositePlus
5562	8553	HI-II-14_Net,IntAct
5562	8729	KinomeNetworkX,PhosphositePlus
5562	9024	KinomeNetworkX,PhosphositePlus
5562	9189	HI-II-14_Net,IntAct
5562	9513	IntAct
5562	9647	BioGRID,IntAct
5562	9669	IntAct
5562	9706	IntAct
5562	9784	PhosphositePlus
5562	10006	IntAct
5562	10014	KinomeNetworkX,PhosphositePlus
5562	10146	IntAct
5562	10152	HI-II-14_Net,IntAct
5562	10276	PhosphositePlus
5562	10399	PhosphositePlus
5562	10413	PhosphositePlus
5562	10645	KinomeNetworkX,PhosphositePlus
5562	10953	HPRD
5562	11030	HI-II-14_Net,IntAct
5562	11035	KinomeNetworkX
5562	11140	IntAct
5562	11198	IntAct
5562	11337	IntAct
5562	22806	HI-II-14_Net,IntAct
5562	22933	PhosphositePlus
5562	23031	IntAct
5562	23216	KinomeNetworkX,PhosphositePlus
5562	23281	HI-II-14_Net,IntAct
5562	25777	IntAct
5562	25788	HI-II-14_Net
5562	27044	IntAct
5562	29904	HPRD,KinomeNetworkX,PhosphositePlus
5562	51185	BioGRID
5562	51422	BioGRID,IntAct
5562	51719	HPRD
5562	53632	HPRD
5562	54700	KinomeNetworkX,PhosphositePlus
5562	54763	HI-II-14_Net,IntAct
5562	54776	PhosphositePlus
5562	55145	HI-II-14_Net,IntAct
5562	55657	KinomeNetworkX,PhosphositePlus
5562	57521	KinomeNetworkX,PhosphositePlus
5562	57530	PhosphositePlus
5562	57594	HI-II-14_Net
5562	57664	IntAct
5562	64837	KinomeNetworkX,PhosphositePlus
5562	79016	IntAct
5562	79065	PhosphositePlus
5562	79618	HI-II-14_Net,IntAct
5562	79710	IntAct
5562	79720	HI-II-14_Net,IntAct
5562	81628	HI-II-14_Net,IntAct
5562	84254	KinomeNetworkX,PhosphositePlus
5562	84446	KinomeNetworkX
5562	84456	HI-II-14_Net,IntAct
5562	85376	HI-II-14_Net,IntAct
5562	91544	HI-II-14_Net,IntAct
5562	96459	BioGRID
5562	114824	HI-II-14_Net,IntAct
5562	117178	HI-II-14_Net,IntAct
5562	125115	HI-II-14_Net,IntAct
5562	132320	IntAct
5562	222546	HI-II-14_Net,IntAct
5562	259266	IntAct
5562	283899	HI-II-14_Net,IntAct
5562	100861412	IntAct
5563	5563	IntAct
5563	5564	BioGRID,HPRD,IntAct
5563	5565	BioGRID,HI-II-14_Net,IntAct
5563	5566	KinomeNetworkX
5563	5571	BioGRID,HI-II-14_Net,HPRD,IntAct
5563	5599	KinomeNetworkX
5563	5687	KinomeNetworkX
5563	5717	BioGRID
5563	6196	KinomeNetworkX
5563	6293	HI-II-14_Net,IntAct
5563	6786	IntAct
5563	6794	HPRD,InnateDB,IntAct
5563	6885	KinomeNetworkX,PhosphositePlus
5563	6925	HI-II-14_Net,IntAct
5563	7020	PhosphositePlus
5563	7205	BioGRID,HI-II-14_Net,HPRD,InnateDB,IntAct
5563	7791	KinomeNetworkX
5563	7798	KinomeNetworkX
5563	7812	KinomeNetworkX
5563	7957	BioGRID
5563	7965	HI-II-14_Net,IntAct
5563	8079	IntAct
5563	8243	IntAct
5563	8408	IntAct
5563	8508	IntAct
5563	8805	KinomeNetworkX
5563	9064	IntAct
5563	9203	KinomeNetworkX
5563	9644	IntAct
5563	9647	IntAct
5563	9706	IntAct
5563	9775	KinomeNetworkX
5563	9821	IntAct
5563	10014	KinomeNetworkX,PhosphositePlus
5563	10073	KinomeNetworkX
5563	10152	HI-II-14_Net,IntAct
5563	10458	KinomeNetworkX,PhosphositePlus
5563	10513	HI-II-14_Net,IntAct
5563	10645	IntAct
5563	10848	KinomeNetworkX
5563	10980	KinomeNetworkX
5563	11030	HI-II-14_Net,IntAct
5563	11059	BioGRID
5563	23031	IntAct
5563	25973	IntAct
5563	29904	HPRD,PhosphositePlus
5563	51406	KinomeNetworkX
5563	51422	BioGRID,IntAct
5563	54550	HI-II-14_Net,IntAct
5563	54776	KinomeNetworkX,PhosphositePlus
5563	55616	KinomeNetworkX
5563	55971	IntAct
5563	57057	KinomeNetworkX
5563	57594	HI-II-14_Net
5563	57620	IntAct
5563	57820	HI-II-14_Net,IntAct
5563	79618	HI-II-14_Net,IntAct
5563	81628	HI-II-14_Net,IntAct
5563	83878	HI-II-14_Net,IntAct
5563	84254	KinomeNetworkX
5563	84307	HI-II-14_Net,IntAct
5563	84456	HI-II-14_Net,IntAct
5563	96459	IntAct
5563	127933	KinomeNetworkX
5563	154796	IntAct
5563	201163	IntAct
5563	222546	HI-II-14_Net,IntAct
5563	256646	HI-II-14_Net,IntAct
5563	283638	IntAct
5563	284252	HI-II-14_Net,IntAct
5563	347240	HI-II-14_Net
5563	386682	HI-II-14_Net
5563	388677	HI-II-14_Net,IntAct
5563	653121	HI-II-14_Net,IntAct
5564	5564	IntAct
5564	5565	BioGRID,IntAct,PINA
5564	5571	BioGRID,HPRD,InnateDB,IntAct,MINT,PINA
5564	5597	IntAct,PINA
5564	5687	IntAct,PINA
5564	5688	IntAct,PINA
5564	5691	IntAct,PINA
5564	5702	IntAct,PINA
5564	5704	IntAct,PINA
5564	5707	IntAct,PINA
5564	5905	IntAct,PINA
5564	6122	IntAct,PINA
5564	6160	IntAct,PINA
5564	6165	IntAct,PINA
5564	6203	IntAct,PINA
5564	6240	IntAct,PINA
5564	6418	IntAct,PINA
5564	6472	IntAct,PINA
5564	6624	IntAct,PINA
5564	6727	IntAct,PINA
5564	6741	IntAct,PINA
5564	6748	IntAct,PINA
5564	6767	IntAct,PINA
5564	6885	PINA
5564	6897	IntAct,PINA
5564	7053	IntAct,PINA
5564	7247	IntAct,PINA
5564	7316	PINA
5564	7323	IntAct,PINA
5564	7332	IntAct,PINA
5564	7334	IntAct,PINA
5564	7430	IntAct,PINA
5564	7812	IntAct,PINA
5564	7879	IntAct,PINA
5564	8078	IntAct,PINA
5564	8539	IntAct,PINA
5564	8566	IntAct,PINA
5564	8667	IntAct,PINA
5564	8833	IntAct,PINA
5564	9188	IntAct,PINA
5564	9276	IntAct,PINA
5564	9341	IntAct,PINA
5564	9343	IntAct,PINA
5564	9520	IntAct,PINA
5564	9551	IntAct,PINA
5564	9601	IntAct,PINA
5564	9688	IntAct,PINA
5564	9706	IntAct
5564	9861	IntAct,PINA
5564	10014	BioGRID,PINA
5564	10130	IntAct,PINA
5564	10155	IntAct,PINA
5564	10213	IntAct,PINA
5564	10291	IntAct,PINA
5564	10480	IntAct,PINA
5564	10492	IntAct,PINA
5564	10627	IntAct,PINA
5564	10726	IntAct,PINA
5564	10856	IntAct,PINA
5564	11100	IntAct,PINA
5564	11140	IntAct,PINA
5564	11164	IntAct,PINA
5564	11171	IntAct,PINA
5564	11218	IntAct,PINA
5564	22824	IntAct,PINA
5564	23020	IntAct,PINA
5564	23031	IntAct
5564	23406	IntAct,PINA
5564	23581	IntAct,PINA
5564	25873	IntAct,PINA
5564	26986	IntAct,PINA
5564	27101	IntAct,PINA
5564	27335	IntAct,PINA
5564	29097	IntAct,PINA
5564	29107	IntAct,PINA
5564	29927	IntAct,PINA
5564	51021	IntAct,PINA
5564	51422	BioGRID,HPRD,IntAct,PINA
5564	51504	IntAct,PINA
5564	51569	IntAct,PINA
5564	51639	PINA
5564	51727	IntAct,PINA
5564	53632	PINA
5564	54205	IntAct,PINA
5564	54814	IntAct,PINA
5564	55096	IntAct,PINA
5564	55178	IntAct,PINA
5564	55379	IntAct,PINA
5564	55611	IntAct,PINA
5564	55704	IntAct,PINA
5564	55705	IntAct,PINA
5564	55720	IntAct,PINA
5564	55737	IntAct,PINA
5564	55847	IntAct,PINA
5564	55920	IntAct,PINA
5564	56647	IntAct,PINA
5564	57142	IntAct,PINA
5564	57669	IntAct,PINA
5564	80273	IntAct,PINA
5564	80279	IntAct,PINA
5564	84108	IntAct,PINA
5564	96459	PINA
5564	114049	IntAct,PINA
5564	123283	IntAct,PINA
5564	136319	IntAct,PINA
5564	170506	IntAct,PINA
5564	203547	IntAct,PINA
5564	283742	IntAct,PINA
5565	5565	IntAct
5565	5571	BioGRID,HI-II-14_Net,HPRD,IntAct,PINA
5565	5591	IntAct,PINA
5565	5717	BioGRID,PINA
5565	5837	BioGRID,HI-II-14_Net,IntAct
5565	7186	BioGRID,HI-II-14_Net,IntAct,PINA
5565	7316	PINA
5565	7957	PINA
5565	8408	PINA
5565	8548	BioGRID,HI-II-14_Net,IntAct
5565	8676	BioGRID,HI-II-14_Net,IntAct
5565	9063	BioGRID,HI-II-14_Net,IntAct
5565	9064	IntAct,PINA
5565	9500	BioGRID,HI-II-14_Net,IntAct
5565	9644	IntAct,PINA
5565	9706	IntAct
5565	9821	IntAct,PINA
5565	10197	BioGRID,HI-II-14_Net,IntAct
5565	10253	BioGRID,HI-II-14_Net,IntAct
5565	10276	IntAct,PINA
5565	10320	BioGRID,HI-II-14_Net,IntAct
5565	10399	PINA
5565	10985	PINA
5565	22806	BioGRID,HI-II-14_Net,IntAct,PINA
5565	23031	IntAct,PINA
5565	23405	IntAct,PINA
5565	28999	BioGRID,HI-II-14_Net,IntAct
5565	51422	BioGRID,HPRD,IntAct,PINA
5565	51608	BioGRID,HI-II-14_Net,IntAct,PINA
5565	53632	PINA
5565	54442	IntAct,PINA
5565	54906	BioGRID,HI-II-14_Net
5565	54971	BioGRID,HI-II-14_Net,IntAct
5565	55215	IntAct,PINA
5565	55249	IntAct,PINA
5565	55971	IntAct,PINA
5565	57459	BioGRID,HI-II-14_Net,IntAct
5565	57620	IntAct,PINA
5565	79656	BioGRID,HI-II-14_Net,IntAct
5565	80125	BioGRID,HI-II-14_Net,IntAct,PINA
5565	83755	HI-II-14_Net,IntAct
5565	83899	HI-II-14_Net,IntAct
5565	84445	BioGRID,HI-II-14_Net,IntAct
5565	85280	HI-II-14_Net,IntAct
5565	85291	HI-II-14_Net,IntAct
5565	85376	BioGRID,HI-II-14_Net,IntAct
5565	90993	BioGRID,HI-II-14_Net,IntAct
5565	91544	BioGRID,HI-II-14_Net,IntAct
5565	115265	PINA
5565	121268	BioGRID,HI-II-14_Net,IntAct
5565	125115	HI-II-14_Net,IntAct
5565	339834	BioGRID,HI-II-14_Net,IntAct
5565	386675	HI-II-14_Net,IntAct
5565	386676	HI-II-14_Net,IntAct
5565	386680	HI-II-14_Net
5565	386681	HI-II-14_Net,IntAct
5565	386682	HI-II-14_Net
5565	389840	IntAct,PINA
5565	415117	BioGRID,HI-II-14_Net,IntAct
5566	5566	PhosphositePlus
5566	5567	BioGRID,IntAct
5566	5568	IntAct,PINA
5566	5569	HPRD,INstruct,PINA
5566	5573	BioGRID,HPRD,INstruct,IntAct,KinomeNetworkX,PINA
5566	5575	IntAct,PINA
5566	5576	BioGRID,IntAct,PINA
5566	5577	BioGRID,IntAct,KinomeNetworkX,PINA,PhosphositePlus
5566	5598	KinomeNetworkX
5566	5603	KinomeNetworkX
5566	5663	HPRD
5566	5705	KinomeNetworkX,PhosphositePlus
5566	5717	PhosphositePlus
5566	5725	HPRD,KinomeNetworkX,PhosphositePlus
5566	5778	HPRD,KinomeNetworkX,PhosphositePlus
5566	5781	PhosphositePlus
5566	5782	HPRD,KinomeNetworkX,PhosphositePlus
5566	5783	HPRD
5566	5801	HPRD
5566	5894	HPRD,INstruct,KinomeNetworkX,PhosphositePlus,SignaLink2.0
5566	5906	HPRD,KinomeNetworkX,PhosphositePlus
5566	5908	HPRD,KinomeNetworkX,PhosphositePlus
5566	5909	HPRD,PhosphositePlus
5566	5914	KinomeNetworkX,PhosphositePlus
5566	5923	HPRD,KinomeNetworkX,PhosphositePlus
5566	5925	KinomeNetworkX,PhosphositePlus
5566	5955	PINA
5566	5970	BioGRID,HPRD,IntAct,KinomeNetworkX,PhosphositePlus
5566	5979	KinomeNetworkX,PhosphositePlus
5566	6001	HPRD,KinomeNetworkX,PhosphositePlus
5566	6003	KinomeNetworkX,PINA,PhosphositePlus
5566	6011	KinomeNetworkX,PhosphositePlus
5566	6118	PINA
5566	6134	PINA
5566	6135	PINA
5566	6147	PINA
5566	6152	PINA
5566	6160	PINA
5566	6168	PINA
5566	6169	PINA
5566	6173	PINA
5566	6187	PINA
5566	6188	PINA
5566	6189	PINA
5566	6191	PINA
5566	6193	PINA
5566	6194	PINA
5566	6198	KinomeNetworkX
5566	6199	KinomeNetworkX
5566	6205	PINA
5566	6208	PINA
5566	6217	PINA
5566	6218	PINA
5566	6222	PINA
5566	6223	KinomeNetworkX,PhosphositePlus
5566	6230	PINA
5566	6231	PINA
5566	6232	PINA
5566	6235	PINA
5566	6236	BioGRID,HPRD,INstruct,KinomeNetworkX,PINA,PhosphositePlus
5566	6256	KinomeNetworkX,PhosphositePlus
5566	6261	HPRD
5566	6262	BioGRID,HPRD,InnateDB,IntAct,KinomeNetworkX,PINA,PhosphositePlus
5566	6300	KinomeNetworkX
5566	6310	KinomeNetworkX,PhosphositePlus
5566	6426	KinomeNetworkX,PhosphositePlus
5566	6427	PhosphositePlus
5566	6432	InnateDB,IntAct,MINT,PINA
5566	6446	KinomeNetworkX,PhosphositePlus
5566	6455	PINA
5566	6476	HPRD
5566	6514	HPRD
5566	6601	KinomeNetworkX
5566	6608	SignaLink2.0
5566	6615	KinomeNetworkX,PhosphositePlus
5566	6616	HPRD
5566	6662	KinomeNetworkX,PhosphositePlus
5566	6711	HPRD,KinomeNetworkX,PhosphositePlus
5566	6714	HPRD,KinomeNetworkX,PhosphositePlus
5566	6720	KinomeNetworkX,PhosphositePlus
5566	6722	KinomeNetworkX,PhosphositePlus
5566	6732	KinomeNetworkX
5566	6733	KinomeNetworkX
5566	6790	HPRD,KinomeNetworkX,PhosphositePlus
5566	6792	KinomeNetworkX
5566	6794	HPRD,INstruct
5566	6853	HPRD
5566	6854	HPRD
5566	6881	KinomeNetworkX
5566	6885	InnateDB
5566	6886	KinomeNetworkX,PhosphositePlus
5566	6915	KinomeNetworkX,PINA,PhosphositePlus
5566	6929	PINA
5566	6950	PINA
5566	7019	PhosphositePlus
5566	7020	KinomeNetworkX,PhosphositePlus
5566	7052	KinomeNetworkX,PhosphositePlus
5566	7054	HPRD,KinomeNetworkX,PhosphositePlus
5566	7064	HPRD
5566	7137	KinomeNetworkX,PhosphositePlus
5566	7141	PINA
5566	7142	PINA
5566	7157	KinomeNetworkX,PhosphositePlus
5566	7161	PINA
5566	7163	PINA
5566	7166	HPRD
5566	7175	PhosphositePlus
5566	7184	PINA
5566	7203	PINA
5566	7273	KinomeNetworkX,PhosphositePlus
5566	7283	IntAct
5566	7284	PINA
5566	7316	PINA
5566	7337	PhosphositePlus
5566	7358	PINA
5566	7408	HPRD,KinomeNetworkX,PhosphositePlus
5566	7421	KinomeNetworkX,PhosphositePlus
5566	7428	KinomeNetworkX
5566	7430	KinomeNetworkX,PhosphositePlus
5566	7431	HPRD,KinomeNetworkX,PhosphositePlus
5566	7442	KinomeNetworkX,PhosphositePlus
5566	7448	HPRD,KinomeNetworkX,PINA,PhosphositePlus
5566	7490	HPRD,KinomeNetworkX,PhosphositePlus
5566	7514	KinomeNetworkX
5566	7518	KinomeNetworkX
5566	7531	KinomeNetworkX,PINA
5566	7533	KinomeNetworkX
5566	7534	IntAct,KinomeNetworkX,PhosphositePlus
5566	7535	KinomeNetworkX
5566	7791	KinomeNetworkX
5566	7812	KinomeNetworkX
5566	7818	KinomeNetworkX,PhosphositePlus
5566	8031	KinomeNetworkX
5566	8048	KinomeNetworkX
5566	8065	HPRD,KinomeNetworkX,PhosphositePlus
5566	8165	IntAct,PINA
5566	8202	KinomeNetworkX,PhosphositePlus
5566	8208	KinomeNetworkX
5566	8359	PINA
5566	8407	PhosphositePlus
5566	8428	KinomeNetworkX,PhosphositePlus
5566	8452	PINA
5566	8458	KinomeNetworkX
5566	8471	PINA
5566	8487	KinomeNetworkX
5566	8522	KinomeNetworkX
5566	8536	PINA
5566	8550	KinomeNetworkX,PhosphositePlus
5566	8576	KinomeNetworkX
5566	8615	InnateDB,PINA
