disease	GeneID
Intestinal Diseases	4893
Intestinal Diseases	4902
Intestinal Diseases	4905
Intestinal Diseases	4907
Intestinal Diseases	4913
Intestinal Diseases	4916
Intestinal Diseases	4921
Intestinal Diseases	4922
Intestinal Diseases	4925
Intestinal Diseases	4928
Intestinal Diseases	4935
Intestinal Diseases	494327
Intestinal Diseases	494335
Intestinal Diseases	4953
Intestinal Diseases	4968
Intestinal Diseases	4982
Intestinal Diseases	4988
Intestinal Diseases	4994
Intestinal Diseases	5001
Intestinal Diseases	5008
Intestinal Diseases	5020
Intestinal Diseases	5021
Intestinal Diseases	5027
Intestinal Diseases	5045
Intestinal Diseases	50484
Intestinal Diseases	50486
Intestinal Diseases	50489
Intestinal Diseases	50506
Intestinal Diseases	50508
Intestinal Diseases	50515
Intestinal Diseases	5054
Intestinal Diseases	50604
Intestinal Diseases	50616
Intestinal Diseases	50628
Intestinal Diseases	5068
Intestinal Diseases	50833
Intestinal Diseases	50840
Intestinal Diseases	50856
Intestinal Diseases	50865
Intestinal Diseases	5089
Intestinal Diseases	5090
Intestinal Diseases	50941
Intestinal Diseases	50943
Intestinal Diseases	51024
Intestinal Diseases	51056
Intestinal Diseases	51074
Intestinal Diseases	51091
Intestinal Diseases	51094
Intestinal Diseases	51100
Intestinal Diseases	5111
Intestinal Diseases	51131
Intestinal Diseases	51135
Intestinal Diseases	51146
Intestinal Diseases	51155
Intestinal Diseases	51163
Intestinal Diseases	51182
Intestinal Diseases	51186
Intestinal Diseases	51196
Intestinal Diseases	51200
Intestinal Diseases	51208
Intestinal Diseases	51250
Intestinal Diseases	51266
Intestinal Diseases	51305
Intestinal Diseases	51311
Intestinal Diseases	5133
Intestinal Diseases	51339
Intestinal Diseases	51362
Intestinal Diseases	5137
Intestinal Diseases	5142
Intestinal Diseases	51421
Intestinal Diseases	51422
Intestinal Diseases	51426
Intestinal Diseases	51455
Intestinal Diseases	51497
Intestinal Diseases	51542
Intestinal Diseases	5155
Intestinal Diseases	51554
Intestinal Diseases	5156
Intestinal Diseases	51560
Intestinal Diseases	51561
Intestinal Diseases	51564
Intestinal Diseases	5159
Intestinal Diseases	51622
Intestinal Diseases	5163
Intestinal Diseases	5167
Intestinal Diseases	51673
Intestinal Diseases	51696
Intestinal Diseases	51701
Intestinal Diseases	51705
Intestinal Diseases	51720
Intestinal Diseases	51733
Intestinal Diseases	51738
Intestinal Diseases	5175
Intestinal Diseases	51752
Intestinal Diseases	5176
Intestinal Diseases	52
Intestinal Diseases	5209
Intestinal Diseases	5241
Intestinal Diseases	5243
Intestinal Diseases	5253
Intestinal Diseases	5261
Intestinal Diseases	5265
Intestinal Diseases	5270
Intestinal Diseases	5286
Intestinal Diseases	5290
Intestinal Diseases	5291
Intestinal Diseases	5293
Intestinal Diseases	5295
Intestinal Diseases	5307
Intestinal Diseases	5314
Intestinal Diseases	5320
Intestinal Diseases	5321
Intestinal Diseases	5324
Intestinal Diseases	5327
Intestinal Diseases	5328
Intestinal Diseases	5329
Intestinal Diseases	53347
Intestinal Diseases	5338
Intestinal Diseases	5341
Intestinal Diseases	5347
Intestinal Diseases	5358
Intestinal Diseases	5361
Intestinal Diseases	5378
Intestinal Diseases	53833
Intestinal Diseases	5387
Intestinal Diseases	53904
Intestinal Diseases	53942
Intestinal Diseases	5395
Intestinal Diseases	54014
Intestinal Diseases	54019
Intestinal Diseases	54106
Intestinal Diseases	54107
Intestinal Diseases	54119
Intestinal Diseases	5420
Intestinal Diseases	54210
Intestinal Diseases	5423
Intestinal Diseases	5424
Intestinal Diseases	5425
Intestinal Diseases	5426
Intestinal Diseases	5427
Intestinal Diseases	5428
Intestinal Diseases	5429
Intestinal Diseases	54361
Intestinal Diseases	5443
Intestinal Diseases	54434
Intestinal Diseases	54436
Intestinal Diseases	5444
Intestinal Diseases	5445
Intestinal Diseases	54469
Intestinal Diseases	5447
Intestinal Diseases	54476
Intestinal Diseases	54487
Intestinal Diseases	54490
Intestinal Diseases	54495
Intestinal Diseases	54498
Intestinal Diseases	545
Intestinal Diseases	5450
Intestinal Diseases	5451
Intestinal Diseases	54521
Intestinal Diseases	54546
Intestinal Diseases	54567
Intestinal Diseases	54575
Intestinal Diseases	54576
Intestinal Diseases	54577
Intestinal Diseases	54578
Intestinal Diseases	5460
Intestinal Diseases	54600
Intestinal Diseases	54602
Intestinal Diseases	5462
Intestinal Diseases	5465
Intestinal Diseases	54657
Intestinal Diseases	54658
Intestinal Diseases	54659
Intestinal Diseases	5467
Intestinal Diseases	5468
Intestinal Diseases	54716
Intestinal Diseases	54739
Intestinal Diseases	54766
Intestinal Diseases	54769
Intestinal Diseases	54796
Intestinal Diseases	54798
Intestinal Diseases	54822
Intestinal Diseases	54823
Intestinal Diseases	54832
Intestinal Diseases	54840
Intestinal Diseases	548594
Intestinal Diseases	54874
Intestinal Diseases	54880
Intestinal Diseases	54887
Intestinal Diseases	54894
Intestinal Diseases	549
Intestinal Diseases	54901
Intestinal Diseases	54905
Intestinal Diseases	54914
Intestinal Diseases	54927
Intestinal Diseases	55
Intestinal Diseases	55024
Intestinal Diseases	55027
Intestinal Diseases	55034
Intestinal Diseases	55035
Intestinal Diseases	55054
Intestinal Diseases	5506
Intestinal Diseases	55075
Intestinal Diseases	55083
Intestinal Diseases	55094
Intestinal Diseases	55102
Intestinal Diseases	55120
Intestinal Diseases	55133
Intestinal Diseases	55137
Intestinal Diseases	55167
Intestinal Diseases	55179
Intestinal Diseases	55180
Intestinal Diseases	55183
Intestinal Diseases	55191
Intestinal Diseases	55225
Intestinal Diseases	5523
Intestinal Diseases	55247
Intestinal Diseases	55270
Intestinal Diseases	55278
Intestinal Diseases	5529
Intestinal Diseases	55294
Intestinal Diseases	553
Intestinal Diseases	553128
Intestinal Diseases	55328
Intestinal Diseases	55342
Intestinal Diseases	5535
Intestinal Diseases	55351
Intestinal Diseases	55353
Intestinal Diseases	55364
Intestinal Diseases	5537
Intestinal Diseases	554300
Intestinal Diseases	55450
Intestinal Diseases	5550
Intestinal Diseases	55503
Intestinal Diseases	55520
Intestinal Diseases	5553
Intestinal Diseases	55532
Intestinal Diseases	55553
Intestinal Diseases	55556
Intestinal Diseases	55573
Intestinal Diseases	55600
Intestinal Diseases	55603
Intestinal Diseases	55614
Intestinal Diseases	5562
Intestinal Diseases	55628
Intestinal Diseases	55636
Intestinal Diseases	55655
Intestinal Diseases	5569
Intestinal Diseases	5570
Intestinal Diseases	55717
Intestinal Diseases	55722
Intestinal Diseases	55729
Intestinal Diseases	5573
Intestinal Diseases	55737
Intestinal Diseases	55743
Intestinal Diseases	55765
Intestinal Diseases	55770
Intestinal Diseases	55775
Intestinal Diseases	55799
Intestinal Diseases	55801
Intestinal Diseases	55829
Intestinal Diseases	55870
Intestinal Diseases	55876
Intestinal Diseases	5588
Intestinal Diseases	55892
Intestinal Diseases	55894
Intestinal Diseases	55907
Intestinal Diseases	5591
Intestinal Diseases	5594
Intestinal Diseases	5595
Intestinal Diseases	5596
Intestinal Diseases	55966
Intestinal Diseases	5599
Intestinal Diseases	5600
Intestinal Diseases	56005
Intestinal Diseases	5604
Intestinal Diseases	5607
Intestinal Diseases	5609
Intestinal Diseases	5610
Intestinal Diseases	5621
Intestinal Diseases	5623
Intestinal Diseases	56243
Intestinal Diseases	56244
Intestinal Diseases	5625
Intestinal Diseases	56288
Intestinal Diseases	56475
Intestinal Diseases	56655
Intestinal Diseases	567
Intestinal Diseases	56729
Intestinal Diseases	5681
Intestinal Diseases	56832
Intestinal Diseases	56852
Intestinal Diseases	56853
Intestinal Diseases	5686
Intestinal Diseases	56884
Intestinal Diseases	56934
Intestinal Diseases	56946
Intestinal Diseases	56949
Intestinal Diseases	56950
Intestinal Diseases	5696
Intestinal Diseases	5698
Intestinal Diseases	56987
Intestinal Diseases	56990
Intestinal Diseases	57026
Intestinal Diseases	57045
Intestinal Diseases	57107
Intestinal Diseases	57115
Intestinal Diseases	57128
Intestinal Diseases	57140
Intestinal Diseases	57154
Intestinal Diseases	57178
Intestinal Diseases	57188
Intestinal Diseases	57217
Intestinal Diseases	5723
Intestinal Diseases	5726
Intestinal Diseases	5727
Intestinal Diseases	5728
Intestinal Diseases	5729
Intestinal Diseases	57292
Intestinal Diseases	5732
Intestinal Diseases	5734
Intestinal Diseases	57379
Intestinal Diseases	5740
Intestinal Diseases	574036
Intestinal Diseases	5741
Intestinal Diseases	5742
Intestinal Diseases	5743
Intestinal Diseases	5744
Intestinal Diseases	574449
Intestinal Diseases	574501
Intestinal Diseases	57474
Intestinal Diseases	57492
Intestinal Diseases	57498
Intestinal Diseases	57510
Intestinal Diseases	57531
Intestinal Diseases	57579
Intestinal Diseases	57609
Intestinal Diseases	57621
Intestinal Diseases	57623
Intestinal Diseases	57644
Intestinal Diseases	57673
Intestinal Diseases	57680
Intestinal Diseases	57690
Intestinal Diseases	57697
Intestinal Diseases	577
Intestinal Diseases	5771
Intestinal Diseases	5777
Intestinal Diseases	57786
Intestinal Diseases	578
Intestinal Diseases	57804
Intestinal Diseases	5781
Intestinal Diseases	5782
Intestinal Diseases	57824
Intestinal Diseases	5783
Intestinal Diseases	5788
Intestinal Diseases	5789
Intestinal Diseases	5795
Intestinal Diseases	5796
Intestinal Diseases	5798
Intestinal Diseases	580
Intestinal Diseases	5802
Intestinal Diseases	5803
Intestinal Diseases	581
Intestinal Diseases	5810
Intestinal Diseases	5818
Intestinal Diseases	58191
Intestinal Diseases	5829
Intestinal Diseases	58477
Intestinal Diseases	58508
Intestinal Diseases	5879
Intestinal Diseases	5880
Intestinal Diseases	5883
Intestinal Diseases	5884
Intestinal Diseases	5885
Intestinal Diseases	5886
Intestinal Diseases	5887
Intestinal Diseases	5888
Intestinal Diseases	5889
Intestinal Diseases	5891
Intestinal Diseases	5892
Intestinal Diseases	5893
Intestinal Diseases	5894
Intestinal Diseases	58985
Intestinal Diseases	5901
Intestinal Diseases	5903
Intestinal Diseases	59067
Intestinal Diseases	5919
Intestinal Diseases	5921
Intestinal Diseases	5925
Intestinal Diseases	5926
Intestinal Diseases	5928
Intestinal Diseases	5933
Intestinal Diseases	59345
Intestinal Diseases	59348
Intestinal Diseases	5947
Intestinal Diseases	5948
Intestinal Diseases	594857
Intestinal Diseases	595
Intestinal Diseases	596
Intestinal Diseases	5965
Intestinal Diseases	5966
Intestinal Diseases	5972
Intestinal Diseases	5978
Intestinal Diseases	5979
Intestinal Diseases	598
Intestinal Diseases	5980
Intestinal Diseases	5981
Intestinal Diseases	5993
Intestinal Diseases	5994
Intestinal Diseases	5996
Intestinal Diseases	602
Intestinal Diseases	60312
Intestinal Diseases	6035
Intestinal Diseases	6037
Intestinal Diseases	6041
Intestinal Diseases	60468
Intestinal Diseases	6052
Intestinal Diseases	60561
Intestinal Diseases	608
Intestinal Diseases	6091
Intestinal Diseases	6092
Intestinal Diseases	6093
Intestinal Diseases	6095
Intestinal Diseases	6097
Intestinal Diseases	6098
Intestinal Diseases	6117
Intestinal Diseases	6118
Intestinal Diseases	6119
Intestinal Diseases	6129
Intestinal Diseases	613253
Intestinal Diseases	6133
Intestinal Diseases	6195
Intestinal Diseases	6196
Intestinal Diseases	6198
Intestinal Diseases	6199
Intestinal Diseases	6224
Intestinal Diseases	6252
Intestinal Diseases	6256
Intestinal Diseases	6259
Intestinal Diseases	627
Intestinal Diseases	6279
Intestinal Diseases	6280
Intestinal Diseases	6281
Intestinal Diseases	629
Intestinal Diseases	6300
Intestinal Diseases	63027
Intestinal Diseases	6311
Intestinal Diseases	6317
Intestinal Diseases	6319
Intestinal Diseases	6323
Intestinal Diseases	6331
Intestinal Diseases	6337
Intestinal Diseases	6346
Intestinal Diseases	6347
Intestinal Diseases	6348
Intestinal Diseases	635
Intestinal Diseases	6351
Intestinal Diseases	6352
Intestinal Diseases	6354
Intestinal Diseases	6356
Intestinal Diseases	6357
Intestinal Diseases	6358
Intestinal Diseases	6362
Intestinal Diseases	6364
Intestinal Diseases	6369
Intestinal Diseases	637
Intestinal Diseases	6372
Intestinal Diseases	6373
Intestinal Diseases	6374
Intestinal Diseases	6376
Intestinal Diseases	6387
Intestinal Diseases	63891
Intestinal Diseases	63892
Intestinal Diseases	63899
Intestinal Diseases	639
Intestinal Diseases	6391
Intestinal Diseases	63917
Intestinal Diseases	6392
Intestinal Diseases	63923
Intestinal Diseases	63940
Intestinal Diseases	63976
Intestinal Diseases	6401
Intestinal Diseases	6402
Intestinal Diseases	6403
Intestinal Diseases	64083
Intestinal Diseases	64084
Intestinal Diseases	64096
Intestinal Diseases	64097
Intestinal Diseases	641
Intestinal Diseases	64114
Intestinal Diseases	64116
Intestinal Diseases	64127
Intestinal Diseases	64135
Intestinal Diseases	6414
Intestinal Diseases	6415
Intestinal Diseases	6416
Intestinal Diseases	64167
Intestinal Diseases	64170
Intestinal Diseases	64208
Intestinal Diseases	64210
Intestinal Diseases	64218
Intestinal Diseases	64224
Intestinal Diseases	6423
Intestinal Diseases	6424
Intestinal Diseases	64241
Intestinal Diseases	643
Intestinal Diseases	64318
Intestinal Diseases	64328
Intestinal Diseases	64332
Intestinal Diseases	64333
Intestinal Diseases	64344
Intestinal Diseases	64374
Intestinal Diseases	64399
Intestinal Diseases	64403
Intestinal Diseases	64409
Intestinal Diseases	6441
Intestinal Diseases	64418
Intestinal Diseases	64421
Intestinal Diseases	644495
Intestinal Diseases	6447
Intestinal Diseases	64478
Intestinal Diseases	645206
Intestinal Diseases	64581
Intestinal Diseases	6462
Intestinal Diseases	646300
Intestinal Diseases	6464
Intestinal Diseases	6469
Intestinal Diseases	6470
Intestinal Diseases	64710
Intestinal Diseases	647215
Intestinal Diseases	64762
Intestinal Diseases	64771
Intestinal Diseases	64778
Intestinal Diseases	64780
Intestinal Diseases	64784
Intestinal Diseases	648
Intestinal Diseases	64800
Intestinal Diseases	64858
Intestinal Diseases	64859
Intestinal Diseases	649
Intestinal Diseases	64946
Intestinal Diseases	64968
Intestinal Diseases	650
Intestinal Diseases	6503
Intestinal Diseases	65095
Intestinal Diseases	652
Intestinal Diseases	65217
Intestinal Diseases	65251
Intestinal Diseases	65268
Intestinal Diseases	6530
Intestinal Diseases	6532
Intestinal Diseases	653361
Intestinal Diseases	654231
Intestinal Diseases	6550
Intestinal Diseases	6555
Intestinal Diseases	6556
Intestinal Diseases	6557
Intestinal Diseases	6558
Intestinal Diseases	6564
Intestinal Diseases	6565
Intestinal Diseases	6566
Intestinal Diseases	657
Intestinal Diseases	6573
Intestinal Diseases	6576
Intestinal Diseases	6578
Intestinal Diseases	6579
Intestinal Diseases	658
Intestinal Diseases	6581
Intestinal Diseases	6583
Intestinal Diseases	6584
Intestinal Diseases	6586
Intestinal Diseases	659
Intestinal Diseases	6597
Intestinal Diseases	6598
Intestinal Diseases	6608
Intestinal Diseases	6647
Intestinal Diseases	6648
Intestinal Diseases	6654
Intestinal Diseases	666
Intestinal Diseases	6662
Intestinal Diseases	6663
Intestinal Diseases	6690
Intestinal Diseases	6691
Intestinal Diseases	6694
Intestinal Diseases	6696
Intestinal Diseases	671
Intestinal Diseases	6714
Intestinal Diseases	672
Intestinal Diseases	673
Intestinal Diseases	6737
Intestinal Diseases	6745
Intestinal Diseases	675
Intestinal Diseases	6767
Intestinal Diseases	6774
Intestinal Diseases	6775
Intestinal Diseases	6775066
Intestinal Diseases	6775074
Intestinal Diseases	6775077
Intestinal Diseases	6775078
Intestinal Diseases	6775083
Intestinal Diseases	6775094
Intestinal Diseases	6775098
Intestinal Diseases	6776
Intestinal Diseases	6777
Intestinal Diseases	6778
Intestinal Diseases	6788
Intestinal Diseases	6790
Intestinal Diseases	6794
Intestinal Diseases	6799
Intestinal Diseases	6817
Intestinal Diseases	6834
Intestinal Diseases	6850
Intestinal Diseases	6863
Intestinal Diseases	6865
Intestinal Diseases	6868
Intestinal Diseases	6869
Intestinal Diseases	6872
Intestinal Diseases	6885
Intestinal Diseases	6890
Intestinal Diseases	6892
Intestinal Diseases	6895
Intestinal Diseases	6901
Intestinal Diseases	6908
Intestinal Diseases	6926
Intestinal Diseases	6927
Intestinal Diseases	6929
Intestinal Diseases	693189
Intestinal Diseases	693190
Intestinal Diseases	693193
Intestinal Diseases	6932
Intestinal Diseases	693230
Intestinal Diseases	6934
Intestinal Diseases	6948
Intestinal Diseases	6957
Intestinal Diseases	699
Intestinal Diseases	6996
Intestinal Diseases	7003
Intestinal Diseases	7011
Intestinal Diseases	7012
Intestinal Diseases	7015
Intestinal Diseases	7018
Intestinal Diseases	7021
Intestinal Diseases	7026
Intestinal Diseases	7033
Intestinal Diseases	7037
Intestinal Diseases	7038
Intestinal Diseases	7039
Intestinal Diseases	7040
Intestinal Diseases	7042
Intestinal Diseases	7046
Intestinal Diseases	7048
Intestinal Diseases	7052
Intestinal Diseases	7057
Intestinal Diseases	7070
Intestinal Diseases	7071
Intestinal Diseases	7075
Intestinal Diseases	7076
Intestinal Diseases	7077
Intestinal Diseases	7078
Intestinal Diseases	7079
Intestinal Diseases	7080
Intestinal Diseases	7087
Intestinal Diseases	7088
Intestinal Diseases	7096
Intestinal Diseases	7097
Intestinal Diseases	7098
Intestinal Diseases	7099
Intestinal Diseases	7100
Intestinal Diseases	7101
Intestinal Diseases	7103
Intestinal Diseases	712
Intestinal Diseases	7124
Intestinal Diseases	7126
Intestinal Diseases	7128
Intestinal Diseases	7130
Intestinal Diseases	7132
Intestinal Diseases	7133
Intestinal Diseases	7145
Intestinal Diseases	7150
Intestinal Diseases	7153
Intestinal Diseases	7157
Intestinal Diseases	7158
Intestinal Diseases	7159
Intestinal Diseases	7161
Intestinal Diseases	7166
Intestinal Diseases	7167
Intestinal Diseases	717
Intestinal Diseases	7172
Intestinal Diseases	7173
Intestinal Diseases	718
Intestinal Diseases	7185
Intestinal Diseases	7189
Intestinal Diseases	720
Intestinal Diseases	7200
Intestinal Diseases	7226
Intestinal Diseases	7248
Intestinal Diseases	7249
Intestinal Diseases	727
Intestinal Diseases	7270
Intestinal Diseases	7276
Intestinal Diseases	727677
Intestinal Diseases	728642
Intestinal Diseases	728755
Intestinal Diseases	729230
Intestinal Diseases	72935
Intestinal Diseases	729560
Intestinal Diseases	729578
Intestinal Diseases	7296
Intestinal Diseases	7297
Intestinal Diseases	7298
Intestinal Diseases	7306
Intestinal Diseases	7318
Intestinal Diseases	7319
Intestinal Diseases	7320
Intestinal Diseases	7332
Intestinal Diseases	7334
Intestinal Diseases	7335
Intestinal Diseases	7351
Intestinal Diseases	7355
Intestinal Diseases	7361
Intestinal Diseases	7363
Intestinal Diseases	7364
Intestinal Diseases	7366
Intestinal Diseases	7367
Intestinal Diseases	7372
Intestinal Diseases	7374
Intestinal Diseases	7375
Intestinal Diseases	7376
Intestinal Diseases	7381
Intestinal Diseases	7403
Intestinal Diseases	7421
Intestinal Diseases	7422
Intestinal Diseases	7423
Intestinal Diseases	7424
Intestinal Diseases	7428
Intestinal Diseases	7431
Intestinal Diseases	7432
Intestinal Diseases	744
Intestinal Diseases	7442
Intestinal Diseases	7450
Intestinal Diseases	7458
Intestinal Diseases	7461
Intestinal Diseases	7464
Intestinal Diseases	7473
Intestinal Diseases	7475
Intestinal Diseases	7478
Intestinal Diseases	7479
Intestinal Diseases	7482
Intestinal Diseases	7486
Intestinal Diseases	7494
Intestinal Diseases	7498
Intestinal Diseases	7507
Intestinal Diseases	7508
Intestinal Diseases	7515
Intestinal Diseases	7516
Intestinal Diseases	7517
Intestinal Diseases	7518
Intestinal Diseases	7520
Intestinal Diseases	7525
Intestinal Diseases	7535
Intestinal Diseases	7644
Intestinal Diseases	765
Intestinal Diseases	776
Intestinal Diseases	7776
Intestinal Diseases	7799
Intestinal Diseases	781
Intestinal Diseases	7850
Intestinal Diseases	7852
Intestinal Diseases	7874
Intestinal Diseases	7896
Intestinal Diseases	79001
Intestinal Diseases	79017
Intestinal Diseases	7903
Intestinal Diseases	79047
Intestinal Diseases	79048
Intestinal Diseases	7905
Intestinal Diseases	79068
Intestinal Diseases	7916
Intestinal Diseases	79191
Intestinal Diseases	79192
Intestinal Diseases	79258
Intestinal Diseases	794
Intestinal Diseases	7941
Intestinal Diseases	79576
Intestinal Diseases	79602
Intestinal Diseases	79623
Intestinal Diseases	79628
Intestinal Diseases	79632
Intestinal Diseases	79633
Intestinal Diseases	79648
Intestinal Diseases	79661
Intestinal Diseases	79679
Intestinal Diseases	79684
Intestinal Diseases	79695
Intestinal Diseases	79710
Intestinal Diseases	79718
Intestinal Diseases	79720
Intestinal Diseases	79728
Intestinal Diseases	7976
Intestinal Diseases	79785
Intestinal Diseases	7979
Intestinal Diseases	79813
Intestinal Diseases	79817
Intestinal Diseases	79840
Intestinal Diseases	79849
Intestinal Diseases	79858
Intestinal Diseases	79861
Intestinal Diseases	79875
Intestinal Diseases	79876
Intestinal Diseases	79885
Intestinal Diseases	79886
Intestinal Diseases	79925
Intestinal Diseases	79930
Intestinal Diseases	79987
Intestinal Diseases	8000
Intestinal Diseases	80010
Intestinal Diseases	80018
Intestinal Diseases	80036
Intestinal Diseases	80119
Intestinal Diseases	80125
Intestinal Diseases	80198
Intestinal Diseases	80254
Intestinal Diseases	80279
Intestinal Diseases	8029
Intestinal Diseases	8031
Intestinal Diseases	80315
Intestinal Diseases	80319
Intestinal Diseases	80321
Intestinal Diseases	80326
Intestinal Diseases	80333
Intestinal Diseases	80339
Intestinal Diseases	80380
Intestinal Diseases	80736
Intestinal Diseases	81029
Intestinal Diseases	81037
Intestinal Diseases	811
Intestinal Diseases	81442
Intestinal Diseases	81492
Intestinal Diseases	81545
Intestinal Diseases	81555
Intestinal Diseases	81567
Intestinal Diseases	81603
Intestinal Diseases	81606
Intestinal Diseases	81621
Intestinal Diseases	81696
Intestinal Diseases	8174
Intestinal Diseases	81793
Intestinal Diseases	81846
Intestinal Diseases	81849
Intestinal Diseases	8187
Intestinal Diseases	8189
Intestinal Diseases	8202
Intestinal Diseases	8204
Intestinal Diseases	8239
Intestinal Diseases	8288
Intestinal Diseases	8289
Intestinal Diseases	8302
Intestinal Diseases	8312
Intestinal Diseases	8313
Intestinal Diseases	8318
Intestinal Diseases	834
Intestinal Diseases	83479
Intestinal Diseases	835
Intestinal Diseases	8350
Intestinal Diseases	8357
Intestinal Diseases	836
Intestinal Diseases	83694
Intestinal Diseases	83734
Intestinal Diseases	83744
Intestinal Diseases	8379
Intestinal Diseases	83852
Intestinal Diseases	83860
Intestinal Diseases	83884
Intestinal Diseases	839
Intestinal Diseases	83943
Intestinal Diseases	83990
Intestinal Diseases	83998
Intestinal Diseases	840
Intestinal Diseases	84033
Intestinal Diseases	8405
Intestinal Diseases	84068
Intestinal Diseases	84071
Intestinal Diseases	8408
Intestinal Diseases	841
Intestinal Diseases	84129
Intestinal Diseases	84142
Intestinal Diseases	84154
Intestinal Diseases	84162
Intestinal Diseases	842
Intestinal Diseases	8424
Intestinal Diseases	8425
Intestinal Diseases	84251
Intestinal Diseases	84276
Intestinal Diseases	84279
Intestinal Diseases	8428
Intestinal Diseases	84294
Intestinal Diseases	84299
Intestinal Diseases	843
Intestinal Diseases	84303
Intestinal Diseases	8431
Intestinal Diseases	8438
Intestinal Diseases	84433
Intestinal Diseases	84441
Intestinal Diseases	84516
Intestinal Diseases	8453
Intestinal Diseases	84542
Intestinal Diseases	84557
Intestinal Diseases	84560
Intestinal Diseases	846
Intestinal Diseases	8460
Intestinal Diseases	84614
Intestinal Diseases	84617
Intestinal Diseases	84619
Intestinal Diseases	84620
Intestinal Diseases	8463
Intestinal Diseases	84639
Intestinal Diseases	84641
Intestinal Diseases	84693
Intestinal Diseases	847
Intestinal Diseases	8470
Intestinal Diseases	84722
Intestinal Diseases	8477
Intestinal Diseases	84867
Intestinal Diseases	8487
Intestinal Diseases	84871
Intestinal Diseases	84872
Intestinal Diseases	8490
Intestinal Diseases	84966
Intestinal Diseases	84969
Intestinal Diseases	84971
Intestinal Diseases	8518
Intestinal Diseases	8519
Intestinal Diseases	8522
Intestinal Diseases	8528
Intestinal Diseases	8529
Intestinal Diseases	8531
Intestinal Diseases	8534
Intestinal Diseases	85365
Intestinal Diseases	85413
Intestinal Diseases	85415
Intestinal Diseases	85440
Intestinal Diseases	85464
Intestinal Diseases	8549
Intestinal Diseases	8555
Intestinal Diseases	8556
Intestinal Diseases	857
Intestinal Diseases	8575
Intestinal Diseases	860
Intestinal Diseases	8605
Intestinal Diseases	861
Intestinal Diseases	8624
Intestinal Diseases	8632
Intestinal Diseases	8633
Intestinal Diseases	8635
Intestinal Diseases	8637
Intestinal Diseases	864
Intestinal Diseases	8647
Intestinal Diseases	8651
Intestinal Diseases	8660
Intestinal Diseases	8661
Intestinal Diseases	8667
Intestinal Diseases	867
Intestinal Diseases	8671
Intestinal Diseases	8678
Intestinal Diseases	8685
Intestinal Diseases	8687
Intestinal Diseases	8704
Intestinal Diseases	8714
Intestinal Diseases	8718
Intestinal Diseases	8724
Intestinal Diseases	8726
Intestinal Diseases	8735
Intestinal Diseases	8737
Intestinal Diseases	8741
Intestinal Diseases	8743
Intestinal Diseases	875
Intestinal Diseases	8764
Intestinal Diseases	8767
Intestinal Diseases	8771
Intestinal Diseases	8793
Intestinal Diseases	8795
Intestinal Diseases	8797
Intestinal Diseases	8803
Intestinal Diseases	8807
Intestinal Diseases	8809
Intestinal Diseases	8815
Intestinal Diseases	8824
Intestinal Diseases	8833
Intestinal Diseases	8836
Intestinal Diseases	8838
Intestinal Diseases	8840
Intestinal Diseases	8842
Intestinal Diseases	885
Intestinal Diseases	8856
Intestinal Diseases	8863
Intestinal Diseases	8864
Intestinal Diseases	8871
Intestinal Diseases	8878
Intestinal Diseases	8883
Intestinal Diseases	8897
Intestinal Diseases	890
Intestinal Diseases	8924
Intestinal Diseases	8927
Intestinal Diseases	8929
Intestinal Diseases	8930
Intestinal Diseases	8936
Intestinal Diseases	894
Intestinal Diseases	8941
Intestinal Diseases	8945
Intestinal Diseases	8974
Intestinal Diseases	89780
Intestinal Diseases	89781
Intestinal Diseases	89795
Intestinal Diseases	89845
Intestinal Diseases	89849
Intestinal Diseases	89866
Intestinal Diseases	89874
Intestinal Diseases	8993
Intestinal Diseases	8995
Intestinal Diseases	9
Intestinal Diseases	90
Intestinal Diseases	90139
Intestinal Diseases	902
Intestinal Diseases	9020
Intestinal Diseases	9021
Intestinal Diseases	90362
Intestinal Diseases	9040
Intestinal Diseases	9047
Intestinal Diseases	9048
Intestinal Diseases	9049
Intestinal Diseases	9051
Intestinal Diseases	90527
Intestinal Diseases	90624
Intestinal Diseases	9071
Intestinal Diseases	9075
Intestinal Diseases	9076
Intestinal Diseases	90780
Intestinal Diseases	90865
Intestinal Diseases	90871
Intestinal Diseases	909
Intestinal Diseases	90952
Intestinal Diseases	91012
Intestinal Diseases	9103
Intestinal Diseases	9113
Intestinal Diseases	9118
Intestinal Diseases	9123
Intestinal Diseases	9124
Intestinal Diseases	9127
Intestinal Diseases	9140
Intestinal Diseases	91404
Intestinal Diseases	91442
Intestinal Diseases	91464
Intestinal Diseases	915
Intestinal Diseases	91526
Intestinal Diseases	9154
Intestinal Diseases	9156
Intestinal Diseases	916
Intestinal Diseases	91662
Intestinal Diseases	917
Intestinal Diseases	9173
Intestinal Diseases	9181
Intestinal Diseases	9184
Intestinal Diseases	9194
Intestinal Diseases	91975
Intestinal Diseases	92
Intestinal Diseases	920
Intestinal Diseases	9212
Intestinal Diseases	92211
Intestinal Diseases	9223
Intestinal Diseases	9231
Intestinal Diseases	925
Intestinal Diseases	92565
Intestinal Diseases	92703
Intestinal Diseases	9271
Intestinal Diseases	92840
Intestinal Diseases	929
Intestinal Diseases	930
Intestinal Diseases	931
Intestinal Diseases	9314
Intestinal Diseases	93210
Intestinal Diseases	9340
